STRUKTUR,WELL_NAME,DEPTH,CALI,SP,GR,RT,NPHI,RHOB,MARKER
ABAB,ABB-101,1371.6,,-3.7948,30.7771,0.725,0.3414,2.502,GUF
ABAB,ABB-101,1371.7524,,-4.2663,30.7771,0.747,0.3414,2.502,GUF
ABAB,ABB-101,1371.9048,,-4.7369,30.7771,0.769,0.3414,2.502,GUF
ABAB,ABB-101,1372.0572,,-5.2084,30.7771,0.79,0.3414,2.502,GUF
ABAB,ABB-101,1372.2096,,-5.68,30.7771,0.812,0.3414,2.502,GUF
ABAB,ABB-101,1372.362,,-6.5085,30.7771,0.92,0.3414,2.502,GUF
ABAB,ABB-101,1372.5144,,-7.336,30.7771,1.027,0.3414,2.502,GUF
ABAB,ABB-101,1372.6668,,-8.1646,30.7771,1.135,0.3414,2.502,GUF
ABAB,ABB-101,1372.8192,,-8.9931,30.7771,1.25,0.3414,2.502,GUF
ABAB,ABB-101,1372.9716,,-8.8577,30.7771,1.365,0.3414,2.502,GUF
ABAB,ABB-101,1373.124,,-8.7212,30.7771,1.394,0.3414,2.502,GUF
ABAB,ABB-101,1373.2764,,-8.0337,30.7771,1.423,0.3414,2.502,GUF
ABAB,ABB-101,1373.4288,,-7.3473,30.7771,1.453,0.3414,2.502,GUF
ABAB,ABB-101,1373.5812,,-6.6598,30.7771,1.441,0.3414,2.502,GUF
ABAB,ABB-101,1373.7336,,-5.9724,30.7771,1.43,0.3414,2.502,GUF
ABAB,ABB-101,1373.886,,-5.9829,30.7771,1.418,0.3414,2.502,GUF
ABAB,ABB-101,1374.0384,,-5.9925,30.7771,1.395,0.3414,2.502,GUF
ABAB,ABB-101,1374.1908,,-6.003,30.7771,1.371,0.3414,2.502,GUF
ABAB,ABB-101,1374.3432,,-6.0125,30.7771,1.348,0.3414,2.502,GUF
ABAB,ABB-101,1374.4956,,-6.0231,30.7771,1.324,0.3414,2.502,GUF
ABAB,ABB-101,1374.648,,-6.0336,30.7771,1.305,0.3414,2.502,GUF
ABAB,ABB-101,1374.8004,,-5.3782,30.7771,1.286,0.3414,2.502,GUF
ABAB,ABB-101,1374.9528,,-4.7217,30.7771,1.267,0.3414,2.502,GUF
ABAB,ABB-101,1375.1052,,-4.0662,30.7771,1.247,0.3414,2.502,GUF
ABAB,ABB-101,1375.2576,,-3.9158,30.7771,1.228,0.3414,2.502,GUF
ABAB,ABB-101,1375.41,,-3.7653,30.7771,1.208,0.3414,2.502,GUF
ABAB,ABB-101,1375.5624,,-4.3959,30.7771,1.187,0.3414,2.502,GUF
ABAB,ABB-101,1375.7148,,-5.0254,30.7771,1.167,0.3414,2.502,GUF
ABAB,ABB-101,1375.8672,,-5.6559,30.7771,1.146,0.3414,2.502,GUF
ABAB,ABB-101,1376.0196,,-6.2865,30.7771,1.132,0.3414,2.502,GUF
ABAB,ABB-101,1376.172,,-6.252,30.7771,1.117,0.3414,2.502,GUF
ABAB,ABB-101,1376.3244,,-6.2176,30.7771,1.102,0.3414,2.502,GUF
ABAB,ABB-101,1376.4768,,-6.1821,30.7771,1.092,0.3414,2.502,GUF
ABAB,ABB-101,1376.6292,,-6.1477,30.7771,1.082,0.3414,2.502,GUF
ABAB,ABB-101,1376.7816,,-6.1132,30.7771,1.072,0.3414,2.502,GUF
ABAB,ABB-101,1376.934,,-6.3757,30.7771,1.079,0.3414,2.502,GUF
ABAB,ABB-101,1377.0864,,-6.6373,30.7771,1.085,0.3414,2.502,GUF
ABAB,ABB-101,1377.2388,,-6.8998,30.7771,1.092,0.3414,2.502,GUF
ABAB,ABB-101,1377.3912,,-7.1624,30.7771,1.099,0.3414,2.502,GUF
ABAB,ABB-101,1377.5436,,-7.4249,30.7771,1.128,0.3414,2.502,GUF
ABAB,ABB-101,1377.696,,-7.1374,30.7771,1.158,0.3414,2.502,GUF
ABAB,ABB-101,1377.8484,,-6.851,30.7771,1.187,0.3414,2.502,GUF
ABAB,ABB-101,1378.0008,,-6.5645,30.7771,1.217,0.3414,2.502,GUF
ABAB,ABB-101,1378.1532,,-6.2781,30.7771,1.249,0.3414,2.502,GUF
ABAB,ABB-101,1378.3056,,-5.9916,30.7771,1.28,0.3414,2.502,GUF
ABAB,ABB-101,1378.458,,-6.1201,30.7771,1.312,0.3414,2.502,GUF
ABAB,ABB-101,1378.6104,,-6.2487,30.7771,1.343,0.3414,2.502,GUF
ABAB,ABB-101,1378.7628,,-6.3772,30.7771,1.375,0.3414,2.502,GUF
ABAB,ABB-101,1378.9152,,-6.5058,30.7771,1.406,0.3414,2.502,GUF
ABAB,ABB-101,1379.0676,,-6.6343,30.7771,1.397,0.3414,2.502,GUF
ABAB,ABB-101,1379.22,,-6.7629,30.7771,1.388,0.3414,2.502,GUF
ABAB,ABB-101,1379.3724,,-6.7074,30.7771,1.379,0.3414,2.502,GUF
ABAB,ABB-101,1379.5248,,-6.6529,30.7771,1.37,0.3414,2.502,GUF
ABAB,ABB-101,1379.6772,,-6.5975,30.7771,1.338,0.3414,2.502,GUF
ABAB,ABB-101,1379.8296,,-6.542,30.7771,1.307,0.3414,2.502,GUF
ABAB,ABB-101,1379.982,,-6.4866,30.7771,1.275,0.3414,2.502,GUF
ABAB,ABB-101,1380.1344,,-6.4311,30.7771,1.284,0.3414,2.502,GUF
ABAB,ABB-101,1380.2868,,-6.3766,30.7771,1.292,0.3414,2.502,GUF
ABAB,ABB-101,1380.4392,,-6.5022,30.7771,1.301,0.3414,2.502,GUF
ABAB,ABB-101,1380.5916,,-6.6287,30.7771,1.31,0.3414,2.502,GUF
ABAB,ABB-101,1380.744,,-6.7543,30.7771,1.365,0.3414,2.502,GUF
ABAB,ABB-101,1380.8964,,-6.8808,30.7771,1.42,0.3414,2.502,GUF
ABAB,ABB-101,1381.0488,,-7.0073,30.7771,1.505,0.3414,2.502,GUF
ABAB,ABB-101,1381.2012,,-7.3379,30.7771,1.589,0.3414,2.502,GUF
ABAB,ABB-101,1381.3536,,-7.6674,30.7771,1.682,0.3414,2.502,GUF
ABAB,ABB-101,1381.506,,-7.999,30.7771,1.774,0.3414,2.502,GUF
ABAB,ABB-101,1381.6584,,-8.3285,30.7771,1.829,0.3414,2.502,GUF
ABAB,ABB-101,1381.8108,,-8.66,30.7771,1.883,0.3414,2.502,GUF
ABAB,ABB-101,1381.9632,,-8.9896,30.7771,1.938,0.3414,2.502,GUF
ABAB,ABB-101,1382.1156,,-9.2411,30.7771,1.901,0.3414,2.502,GUF
ABAB,ABB-101,1382.268,,-9.4917,30.7771,1.863,0.3414,2.502,GUF
ABAB,ABB-101,1382.4204,,-9.7422,30.7771,1.826,0.3414,2.502,GUF
ABAB,ABB-101,1382.5728,,-9.9928,30.7771,1.705,0.3414,2.502,GUF
ABAB,ABB-101,1382.7252,,-9.9053,30.7771,1.584,0.3414,2.502,GUF
ABAB,ABB-101,1382.8776,,-9.8168,30.7771,1.521,0.3414,2.502,GUF
ABAB,ABB-101,1383.03,,-9.7284,30.7771,1.459,0.3414,2.502,GUF
ABAB,ABB-101,1383.1824,,-9.6399,30.7771,1.396,0.3414,2.502,GUF
ABAB,ABB-101,1383.3348,,-9.5525,30.7771,1.38,0.3414,2.502,GUF
ABAB,ABB-101,1383.4872,,-9.503,30.7771,1.365,0.3414,2.502,GUF
ABAB,ABB-101,1383.6396,,-9.4535,30.7771,1.363,0.3414,2.502,GUF
ABAB,ABB-101,1383.792,,-9.4031,30.7771,1.362,0.3414,2.502,GUF
ABAB,ABB-101,1383.9444,,-9.3536,30.7771,1.36,0.3414,2.502,GUF
ABAB,ABB-101,1384.0968,,-9.3042,30.7771,1.358,0.3414,2.502,GUF
ABAB,ABB-101,1384.2492,,-8.7447,30.7771,1.357,0.3414,2.502,GUF
ABAB,ABB-101,1384.4016,,-8.1843,30.7771,1.355,0.3414,2.502,GUF
ABAB,ABB-101,1384.554,,-7.6238,30.7771,1.354,0.3414,2.502,GUF
ABAB,ABB-101,1384.7064,,-7.4753,30.7771,1.374,0.3414,2.502,GUF
ABAB,ABB-101,1384.8588,,-7.3259,30.7771,1.395,0.3414,2.502,GUF
ABAB,ABB-101,1385.0112,,-7.1774,30.7771,1.416,0.3414,2.502,GUF
ABAB,ABB-101,1385.1636,,-7.028,30.7771,1.487,0.3414,2.502,GUF
ABAB,ABB-101,1385.316,,-6.8205,30.7771,1.558,0.3414,2.502,GUF
ABAB,ABB-101,1385.4684,,-6.613,30.7771,1.629,0.3414,2.502,GUF
ABAB,ABB-101,1385.6208,,-6.4056,30.7771,1.684,0.3414,2.502,GUF
ABAB,ABB-101,1385.7732,,-6.1981,30.7771,1.74,0.3414,2.502,GUF
ABAB,ABB-101,1385.9256,,-5.9907,30.7771,1.795,0.3414,2.502,GUF
ABAB,ABB-101,1386.078,,-5.7842,30.7771,1.755,0.3414,2.502,GUF
