STRUKTUR,WELL_NAME,DEPTH,CALI,SP,GR,RT,NPHI,RHOB,MARKER
ABAB,ABB-118,1371.6,,,64.945,1.483,0.3075,2.366,GUF
ABAB,ABB-118,1371.7524,,,64.945,1.533,0.3075,2.366,GUF
ABAB,ABB-118,1371.9048,,-36.402,64.945,1.584,0.3075,2.366,GUF
ABAB,ABB-118,1372.0572,,-36.5879,64.945,1.573,0.3075,2.366,GUF
ABAB,ABB-118,1372.2096,,-36.7749,64.945,1.563,0.3075,2.366,GUF
ABAB,ABB-118,1372.362,,-36.9609,64.945,1.552,0.3075,2.366,GUF
ABAB,ABB-118,1372.5144,,-37.8248,64.945,1.541,0.3075,2.366,GUF
ABAB,ABB-118,1372.6668,,-38.6888,64.945,1.489,0.3075,2.366,GUF
ABAB,ABB-118,1372.8192,,-39.5538,64.945,1.438,0.3075,2.366,GUF
ABAB,ABB-118,1372.9716,,-40.4178,64.945,1.384,0.3075,2.366,GUF
ABAB,ABB-118,1373.124,,-40.9628,64.945,1.333,0.3075,2.366,GUF
ABAB,ABB-118,1373.2764,,-41.5068,64.945,1.283,0.3075,2.366,GUF
ABAB,ABB-118,1373.4288,,-42.0508,64.945,1.236,0.3075,2.366,GUF
ABAB,ABB-118,1373.5812,,-42.5958,64.945,1.179,0.3075,2.366,GUF
ABAB,ABB-118,1373.7336,,-41.8692,64.945,1.125,0.3075,2.366,GUF
ABAB,ABB-118,1373.886,,-41.1422,64.945,1.081,0.3075,2.366,GUF
ABAB,ABB-118,1374.0384,,-40.4152,64.945,1.039,0.3075,2.366,GUF
ABAB,ABB-118,1374.1908,,-39.6882,64.945,0.999,0.3075,2.366,GUF
ABAB,ABB-118,1374.3432,,-39.2831,64.945,0.989,0.3075,2.366,GUF
ABAB,ABB-118,1374.4956,,-38.8781,64.945,0.98,0.3075,2.366,GUF
ABAB,ABB-118,1374.648,,-38.4731,64.945,0.971,0.3075,2.366,GUF
ABAB,ABB-118,1374.8004,,-38.0691,64.945,0.964,0.3075,2.366,GUF
ABAB,ABB-118,1374.9528,,-37.6641,64.945,0.958,0.3075,2.366,GUF
ABAB,ABB-118,1375.1052,,-37.2591,64.945,0.952,0.3075,2.366,GUF
ABAB,ABB-118,1375.2576,,-37.386,64.945,0.946,0.3075,2.366,GUF
ABAB,ABB-118,1375.41,,-37.513,64.945,0.94,0.3075,2.366,GUF
ABAB,ABB-118,1375.5624,,-37.64,64.945,0.934,0.3075,2.366,GUF
ABAB,ABB-118,1375.7148,,-37.767,64.945,0.928,0.3075,2.366,GUF
ABAB,ABB-118,1375.8672,,-37.894,64.945,0.921,0.3075,2.366,GUF
ABAB,ABB-118,1376.0196,,-38.021,64.945,0.911,0.3075,2.366,GUF
