STRUKTUR,WELL_NAME,DEPTH,CALI,SP,GR,RT,NPHI,RHOB,MARKER
ABAB,ABB-123,1371.6,,-61.8637,65.25,1.294,0.2938,2.371,GUF
ABAB,ABB-123,1371.7524,,-61.8142,65.25,1.315,0.2938,2.371,GUF
ABAB,ABB-123,1371.9048,,-61.7657,65.25,1.336,0.2938,2.371,GUF
ABAB,ABB-123,1372.0572,,-61.7172,65.25,1.284,0.2938,2.371,GUF
ABAB,ABB-123,1372.2096,,-61.6677,65.25,1.235,0.2938,2.371,GUF
ABAB,ABB-123,1372.362,,-61.2613,65.25,1.192,0.2938,2.371,GUF
ABAB,ABB-123,1372.5144,,-60.8548,65.25,1.151,0.2938,2.371,GUF
ABAB,ABB-123,1372.6668,,-60.4483,65.25,1.111,0.2938,2.371,GUF
ABAB,ABB-123,1372.8192,,-60.0408,65.25,1.073,0.2938,2.371,GUF
ABAB,ABB-123,1372.9716,,-59.6343,65.25,1.037,0.2938,2.371,GUF
ABAB,ABB-123,1373.124,,-59.3908,65.25,1.001,0.2938,2.371,GUF
ABAB,ABB-123,1373.2764,,-59.1473,65.25,0.981,0.2938,2.371,GUF
ABAB,ABB-123,1373.4288,,-58.9028,65.25,0.962,0.2938,2.371,GUF
ABAB,ABB-123,1373.5812,,-58.6594,65.25,0.965,0.2938,2.371,GUF
ABAB,ABB-123,1373.7336,,-58.4149,65.25,0.968,0.2938,2.371,GUF
ABAB,ABB-123,1373.886,,-58.1714,65.25,0.971,0.2938,2.371,GUF
ABAB,ABB-123,1374.0384,,-58.3139,65.25,0.975,0.2938,2.371,GUF
ABAB,ABB-123,1374.1908,,-58.4574,65.25,1.011,0.2938,2.371,GUF
ABAB,ABB-123,1374.3432,,-58.5999,65.25,1.049,0.2938,2.371,GUF
ABAB,ABB-123,1374.4956,,-58.7424,65.25,1.088,0.2938,2.371,GUF
ABAB,ABB-123,1374.648,,-58.835,65.25,1.129,0.2938,2.371,GUF
ABAB,ABB-123,1374.8004,,-58.9265,65.25,1.196,0.2938,2.371,GUF
ABAB,ABB-123,1374.9528,,-59.018,65.25,1.268,0.2938,2.371,GUF
ABAB,ABB-123,1375.1052,,-58.7205,65.25,1.418,0.2938,2.371,GUF
ABAB,ABB-123,1375.2576,,-58.422,65.25,1.585,0.2938,2.371,GUF
ABAB,ABB-123,1375.41,,-58.1235,65.25,1.772,0.2938,2.371,GUF
ABAB,ABB-123,1375.5624,,-57.826,65.25,1.877,0.2938,2.371,GUF
ABAB,ABB-123,1375.7148,,-58.2425,65.25,1.937,0.2938,2.371,GUF
ABAB,ABB-123,1375.8672,,-58.6601,65.25,1.999,0.2938,2.371,GUF
ABAB,ABB-123,1376.0196,,-59.6856,65.25,2.007,0.2938,2.371,GUF
ABAB,ABB-123,1376.172,,-60.7121,65.25,2.014,0.2938,2.371,GUF
