STRUKTUR,WELL_NAME,DEPTH,CALI,SP,GR,RT,NPHI,RHOB,MARKER,VSH_GR
ABAB,ABB-138,1190.3964,9.1905,-55.3333,112.7436,1.6017,0.3483,2.3584,GUF,0.784295
ABAB,ABB-138,1190.5488,9.1778,-55.9028,117.2462,1.5141,0.373,2.3572,GUF,0.8405775
ABAB,ABB-138,1190.7012,9.0763,-55.3958,122.0567,1.5096,0.4005,2.3605,GUF,0.9007087500000001
ABAB,ABB-138,1190.8536,9.0383,-54.9861,119.2302,1.5725,0.3694,2.358,GUF,0.8653774999999999
ABAB,ABB-138,1191.006,9.4187,-55.1641,115.9667,1.5771,0.3166,2.3482,GUF,0.8245837500000001
ABAB,ABB-138,1191.1584,9.3807,-55.4028,112.4012,1.5926,0.302,2.3574,GUF,0.780015
ABAB,ABB-138,1191.3108,9.1144,-55.5903,107.3102,1.7529,0.297,2.373,GUF,0.7163774999999999
ABAB,ABB-138,1191.4632,8.8101,-55.8472,107.4025,1.8837,0.314,2.3894,GUF,0.7175312500000001
ABAB,ABB-138,1191.6156,8.7086,-56.0278,105.1094,1.6878,0.3291,2.385,GUF,0.6888675
ABAB,ABB-138,1191.768,8.7086,-56.3203,105.4484,1.6283,0.3354,2.3845,GUF,0.6931050000000001
ABAB,ABB-138,1191.9204,8.6579,-56.3681,109.7482,1.5914,0.3366,2.3796,GUF,0.7468524999999999
ABAB,ABB-138,1192.0728,8.6706,-56.1719,117.3706,1.5981,0.3431,2.3743,GUF,0.8421325
ABAB,ABB-138,1192.2252,8.6832,-56.5278,119.6891,1.6221,0.3522,2.3618,GUF,0.8711137499999999
ABAB,ABB-138,1192.3776,8.7593,-57.0417,114.5832,1.5324,0.3288,2.3547,GUF,0.8072900000000001
ABAB,ABB-138,1192.53,8.8101,-57.2569,106.5313,1.5063,0.3291,2.3521,GUF,0.70664125
ABAB,ABB-138,1192.6824,8.8481,-57.0556,107.105,1.4805,0.3371,2.3565,GUF,0.7138125000000001
ABAB,ABB-138,1192.8348,8.7974,-57.2734,104.6601,1.4688,0.3519,2.3613,GUF,0.68325125
ABAB,ABB-138,1192.9872,8.7847,-57.75,108.4566,1.5241,0.3578,2.3718,GUF,0.7307075
ABAB,ABB-138,1193.1396,8.8861,-58.5069,111.3123,1.5064,0.3574,2.3716,GUF,0.7664037499999999
ABAB,ABB-138,1193.292,8.9749,-60.2109,120.5666,1.3533,0.383,2.3701,GUF,0.8820824999999999
ABAB,ABB-138,1193.4444,9.0383,-60.7917,127.3861,1.308,0.3814,2.3649,GUF,0.9673262499999999
ABAB,ABB-138,1193.5968,9.0383,-61.0486,126.5034,1.4005,0.3935,2.3673,GUF,0.9562925
ABAB,ABB-138,1193.7492,9.0003,-60.8611,124.7383,1.409,0.3719,2.3699,GUF,0.9342287499999999
ABAB,ABB-138,1193.9016,8.9876,-61.0903,118.0373,1.3486,0.3483,2.3755,GUF,0.85046625
ABAB,ABB-138,1194.054,9.0383,-61.8828,113.6465,1.3028,0.3649,2.3757,GUF,0.79558125
ABAB,ABB-138,1194.2064,9.0763,-61.6181,114.0054,1.3278,0.3949,2.3718,GUF,0.8000674999999999
ABAB,ABB-138,1194.3588,8.9242,-61.4514,116.4564,1.3714,0.4224,2.3591,GUF,0.830705
ABAB,ABB-138,1194.5112,8.9115,-61.914,123.5445,1.2247,0.4192,2.3532,GUF,0.91930625
ABAB,ABB-138,1194.6636,8.9369,-62.743,126.7211,1.1889,0.385,2.3509,GUF,0.9590137500000001
ABAB,ABB-138,1194.816,8.8861,-63.2083,127.1264,1.2312,0.4081,2.351,GUF,0.96408
ABAB,ABB-138,1194.9684,8.8608,-63.5234,125.4328,1.2354,0.4159,2.3488,GUF,0.94291
ABAB,ABB-138,1195.1208,8.9115,-63.7639,126.4593,1.2322,0.4516,2.3526,GUF,0.95574125
ABAB,ABB-138,1195.2732,8.7847,-63.7014,121.2166,1.1994,0.4348,2.3581,GUF,0.8902075
ABAB,ABB-138,1195.4256,8.7467,-63.5833,127.7425,1.1686,0.4059,2.3717,GUF,0.97178125
ABAB,ABB-138,1195.578,8.7593,-63.2578,125.2452,1.2188,0.4108,2.3792,GUF,0.940565
ABAB,ABB-138,1195.7304,8.7466,-63.1875,124.1062,1.3198,0.4155,2.3819,GUF,0.9263275
ABAB,ABB-138,1195.8828,8.7847,-62.9861,115.2475,1.3043,0.4045,2.3756,GUF,0.81559375
ABAB,ABB-138,1196.0352,8.8101,-62.9931,108.0293,1.2545,0.395,2.3687,GUF,0.7253662500000001
ABAB,ABB-138,1196.1876,8.8608,-63.3672,112.4988,1.26,0.364,2.3673,GUF,0.781235
ABAB,ABB-138,1196.34,8.8101,-63.8125,119.3621,1.2654,0.3703,2.3539,GUF,0.86702625
ABAB,ABB-138,1196.4924,8.9369,-63.5972,130.9446,1.2531,0.3759,2.3471,GUF,1.0
ABAB,ABB-138,1196.6448,9.0383,-63.625,137.2057,1.1391,0.4069,2.341,GUF,1.0
ABAB,ABB-138,1196.7972,9.0383,-63.3359,134.7035,1.2,0.411,2.3424,GUF,1.0
ABAB,ABB-138,1196.9496,8.8227,-63.2153,132.0386,1.2762,0.3946,2.3469,GUF,1.0
ABAB,ABB-138,1197.102,8.8861,-63.0972,124.8132,1.2329,0.3987,2.3553,GUF,0.9351649999999999
ABAB,ABB-138,1197.2544,8.9369,-63.0391,115.4903,1.2274,0.4197,2.3691,GUF,0.81862875
ABAB,ABB-138,1197.4068,8.9369,-62.132,118.9815,1.3027,0.4341,2.3647,GUF,0.8622687499999999
ABAB,ABB-138,1197.5592,8.8861,-61.8195,120.5253,1.2619,0.4317,2.3614,GUF,0.88156625
ABAB,ABB-138,1197.7116,8.9115,-61.8203,125.104,1.3059,0.4118,2.3742,GUF,0.9388
ABAB,ABB-138,1197.864,8.7847,-61.5625,125.2428,1.3546,0.4204,2.3934,GUF,0.940535
ABAB,ABB-138,1198.0164,8.7974,-62.0903,124.136,1.2104,0.3863,2.4033,GUF,0.9267
ABAB,ABB-138,1198.1688,8.7847,-62.1597,126.8238,1.2373,0.3784,2.39,GUF,0.9602975
ABAB,ABB-138,1198.3212,8.8101,-61.5781,126.5548,1.2407,0.3951,2.3874,GUF,0.956935
ABAB,ABB-138,1198.4736,8.8354,-61.2847,128.5303,1.2128,0.4101,2.3921,GUF,0.9816287500000002
ABAB,ABB-138,1198.626,8.8354,-60.9514,137.2235,1.2621,0.4215,2.3944,GUF,1.0
ABAB,ABB-138,1198.7784,8.7847,-61.3542,135.1747,1.2319,0.4152,2.3863,GUF,1.0
ABAB,ABB-138,1198.9308,8.8608,-61.3906,131.0836,1.2057,0.4118,2.372,GUF,1.0
ABAB,ABB-138,1199.0832,8.9369,-60.8403,118.5915,1.1648,0.435,2.3701,GUF,0.85739375
ABAB,ABB-138,1199.2356,9.0383,-60.3333,113.5456,1.2326,0.4294,2.3814,GUF,0.7943199999999999
ABAB,ABB-138,1199.388,9.0763,-59.1945,118.7162,1.4301,0.4592,2.3811,GUF,0.8589525
ABAB,ABB-138,1199.5404,9.1017,-57.7032,124.3154,1.5728,0.4211,2.3716,GUF,0.9289425
ABAB,ABB-138,1199.6928,8.9369,-57.1945,125.0958,1.4845,0.407,2.3542,GUF,0.9386975
ABAB,ABB-138,1199.8452,8.9369,-56.8542,125.9075,1.3455,0.3772,2.3429,GUF,0.94884375
ABAB,ABB-138,1199.9976,8.9749,-56.6389,119.4902,1.3937,0.3805,2.3438,GUF,0.8686275
ABAB,ABB-138,1200.15,8.8354,-56.4453,114.5629,1.283,0.3726,2.3426,GUF,0.80703625
ABAB,ABB-138,1200.3024,8.8354,-56.2361,110.8914,1.2529,0.3567,2.3441,GUF,0.7611425
ABAB,ABB-138,1200.4548,8.6325,-56.9722,116.3172,1.2766,0.3752,2.3393,GUF,0.828965
ABAB,ABB-138,1200.6072,8.5818,-57.5156,118.5673,1.2771,0.3816,2.3299,GUF,0.8570912500000001
ABAB,ABB-138,1200.7596,8.7086,-56.757,116.4419,1.2335,0.3708,2.3168,GUF,0.83052375
ABAB,ABB-138,1200.912,8.5057,-56.382,115.5144,1.229,0.3964,2.3263,GUF,0.8189299999999999
ABAB,ABB-138,1201.0644,8.493,-56.7083,118.7079,1.1956,0.4075,2.3374,GUF,0.8588487499999999
ABAB,ABB-138,1201.2168,8.4804,-57.2639,121.0098,1.1874,0.4399,2.3632,GUF,0.8876225
ABAB,ABB-138,1201.3692,8.6072,-56.7656,121.4037,1.1764,0.4362,2.3689,GUF,0.89254625
ABAB,ABB-138,1201.5216,8.8988,-57.625,117.8246,1.1689,0.4557,2.3598,GUF,0.8478075
ABAB,ABB-138,1201.674,8.7847,-57.875,117.8362,1.2686,0.4277,2.3524,GUF,0.8479525000000001
ABAB,ABB-138,1201.8264,8.6833,-57.8828,117.6982,1.2591,0.3996,2.3534,GUF,0.8462275
ABAB,ABB-138,1201.9788,8.734,-57.625,124.1985,1.2438,0.3786,2.3692,GUF,0.9274812499999999
ABAB,ABB-138,1202.1312,8.8354,-57.3194,125.2687,1.3374,0.3859,2.384,GUF,0.94085875
ABAB,ABB-138,1202.2836,8.8861,-56.1641,124.9647,1.5678,0.374,2.3922,GUF,0.9370587499999999
ABAB,ABB-138,1202.436,8.9622,-55.25,116.47,2.1791,0.3477,2.4125,GUF,0.830875
ABAB,ABB-138,1202.5884,8.9876,-55.0486,114.9675,1.5473,0.3511,2.4223,GUF,0.8120937500000001
ABAB,ABB-138,1202.7408,9.051,-55.5486,117.3837,1.2786,0.3881,2.4233,GUF,0.8422962500000001
ABAB,ABB-138,1202.8932,9.0637,-55.8906,126.4384,1.2287,0.4246,2.4066,GUF,0.95548
ABAB,ABB-138,1203.0456,9.051,-55.8125,130.4461,1.1953,0.3988,2.3941,GUF,1.0
ABAB,ABB-138,1203.198,9.0256,-55.7153,134.4437,1.1941,0.4052,2.3871,GUF,1.0
ABAB,ABB-138,1203.3504,9.0637,-55.3472,130.8872,1.1694,0.4219,2.3922,GUF,1.0
ABAB,ABB-138,1203.5028,9.0763,-54.8672,138.2166,1.1799,0.4136,2.3892,GUF,1.0
ABAB,ABB-138,1203.6552,9.1397,-54.625,136.9568,1.2132,0.4111,2.3771,GUF,1.0
ABAB,ABB-138,1203.8076,9.1397,-53.6945,135.806,1.3201,0.4177,2.3609,GUF,1.0
ABAB,ABB-138,1203.96,9.2285,-52.7778,122.0165,1.4548,0.4036,2.3508,GUF,0.9002062499999999
ABAB,ABB-138,1204.1124,9.0763,-51.9375,111.1837,1.5094,0.3762,2.3527,GUF,0.7647962500000001
ABAB,ABB-138,1204.2648,9.0383,-51.4306,103.6164,1.5044,0.3477,2.3587,GUF,0.6702049999999999
ABAB,ABB-138,1204.4172,9.0129,-50.7847,104.5972,1.4486,0.3585,2.3683,GUF,0.682465
ABAB,ABB-138,1204.5696,9.1017,-50.5703,100.7363,1.5592,0.3658,2.3745,GUF,0.63420375
ABAB,ABB-138,1204.722,9.1144,-50.3472,99.2076,1.5391,0.3592,2.3686,GUF,0.615095
ABAB,ABB-138,1204.8744,9.1144,-49.5834,98.6449,1.4519,0.3439,2.3596,GUF,0.6080612500000001
ABAB,ABB-138,1205.0268,9.089,-47.9167,100.487,1.352,0.3434,2.3578,GUF,0.6310874999999999
ABAB,ABB-138,1205.1792,9.0637,-47.7109,102.9581,1.2514,0.3755,2.3583,GUF,0.66197625
ABAB,ABB-138,1205.3316,9.1144,-47.3542,95.2242,1.4022,0.3876,2.3798,GUF,0.5653024999999999
ABAB,ABB-138,1205.484,9.2665,-47.1736,90.6493,2.5237,0.3635,2.4312,GUF,0.5081162499999999
ABAB,ABB-138,1205.6364,8.5691,-47.4219,81.1528,6.4218,0.3058,2.498,GUF,0.38941
ABAB,ABB-138,1205.7888,8.4804,-47.3611,76.7202,9.4327,0.242,2.5611,GUF,0.3340025000000001
ABAB,ABB-138,1205.9412,8.4804,-46.8958,76.0411,8.6158,0.1889,2.5744,GUF,0.32551375
ABAB,ABB-138,1206.0936,8.455,-46.4861,69.28,8.264,0.1635,2.5872,GUF,0.24100000000000002
ABAB,ABB-138,1206.246,8.493,-45.3516,68.9196,9.6112,0.1505,2.5906,GUF,0.23649500000000004
ABAB,ABB-138,1206.3984,8.4804,-43.4445,65.1497,8.8567,0.1488,2.6083,GUF,0.18937124999999994
ABAB,ABB-138,1206.5508,8.5311,-42.7083,71.7188,5.5138,0.1622,2.5992,GUF,0.27148500000000003
ABAB,ABB-138,1206.7032,8.4804,-41.7813,76.8951,2.5769,0.1922,2.5531,GUF,0.33618875
ABAB,ABB-138,1206.8556,8.5057,-40.2709,83.9666,1.5857,0.2361,2.4741,GUF,0.4245825
ABAB,ABB-138,1207.008,8.3536,-37.9445,82.467,1.3334,0.2895,2.3896,GUF,0.40583749999999996
ABAB,ABB-138,1207.1604,8.4296,-37.0235,83.4569,1.11,0.3526,2.3231,GUF,0.41821125000000003
ABAB,ABB-138,1207.3128,8.5311,-36.3889,79.9811,1.1803,0.3638,2.2834,GUF,0.37476374999999995
ABAB,ABB-138,1207.4652,8.455,-36.0069,83.3312,1.1868,0.3561,2.2568,GUF,0.41663999999999995
ABAB,ABB-138,1207.6176,8.3789,-35.8359,84.5705,1.0972,0.3683,2.2414,GUF,0.43213124999999997
ABAB,ABB-138,1207.77,8.417,-36.1597,92.1436,1.1764,0.3456,2.24,GUF,0.5267950000000001
ABAB,ABB-138,1207.9224,8.4043,-35.9653,91.3531,1.2025,0.3601,2.2595,GUF,0.51691375
ABAB,ABB-138,1208.0748,8.4296,-36.0391,91.4524,1.221,0.311,2.2895,GUF,0.5181549999999999
ABAB,ABB-138,1208.2272,8.455,-36.0556,89.99,1.1132,0.3173,2.3297,GUF,0.49987499999999996
ABAB,ABB-138,1208.3796,8.5438,-36.5417,89.2884,1.2872,0.3236,2.3525,GUF,0.49110499999999996
ABAB,ABB-138,1208.532,8.455,-37.743,89.9828,1.0954,0.3443,2.3547,GUF,0.499785
ABAB,ABB-138,1208.6844,8.3409,-39.1406,87.2964,1.3144,0.3495,2.373,GUF,0.4662050000000001
ABAB,ABB-138,1208.8368,8.3282,-40.5902,87.3026,1.8892,0.3417,2.418,GUF,0.4662825
ABAB,ABB-138,1208.9892,8.4804,-40.9236,76.0414,2.0794,0.2928,2.497,GUF,0.32551749999999996
ABAB,ABB-138,1209.1416,8.7593,-41.4297,72.4138,1.9149,0.245,2.524,GUF,0.28017249999999994
ABAB,ABB-138,1209.294,8.6579,-42.4583,69.5539,1.5409,0.2293,2.4921,GUF,0.24442375
ABAB,ABB-138,1209.4464,8.6959,-42.9375,80.1502,1.3627,0.2795,2.4181,GUF,0.3768775
ABAB,ABB-138,1209.5988,8.6579,-43.2222,84.4332,1.39,0.3379,2.3548,GUF,0.430415
ABAB,ABB-138,1209.7512,8.6579,-44.0417,95.8548,1.3742,0.3551,2.3198,GUF,0.573185
ABAB,ABB-138,1209.9036,8.8101,-44.0903,96.767,1.3624,0.3369,2.305,GUF,0.5845874999999999
ABAB,ABB-138,1210.056,8.8861,-44.125,101.3229,1.4157,0.3222,2.2974,GUF,0.64153625
ABAB,ABB-138,1210.2084,8.9622,-44.4722,95.3132,1.4332,0.3321,2.298,GUF,0.5664149999999999
ABAB,ABB-138,1210.3608,8.9115,-44.7578,94.2525,1.4295,0.3416,2.2979,GUF,0.55315625
ABAB,ABB-138,1210.5132,8.7593,-44.9375,91.5064,1.4892,0.3762,2.2946,GUF,0.51883
ABAB,ABB-138,1210.6656,8.6325,-45.2361,96.7318,1.4575,0.378,2.2866,GUF,0.5841475
ABAB,ABB-138,1210.818,8.6199,-45.5278,96.7486,1.4372,0.3711,2.281,GUF,0.5843575
ABAB,ABB-138,1210.9704,8.5691,-45.9141,99.9853,1.4649,0.3555,2.2768,GUF,0.62481625
ABAB,ABB-138,1211.1228,8.5818,-46.0069,99.6549,1.5045,0.3782,2.2731,GUF,0.62068625
ABAB,ABB-138,1211.2752,8.7847,-46.2578,104.1566,1.5826,0.3533,2.2804,GUF,0.6769575
ABAB,ABB-138,1211.4276,8.8354,-46.5903,106.1271,1.5893,0.3156,2.2932,GUF,0.70158875
ABAB,ABB-138,1211.58,8.8608,-46.4306,101.7586,1.4944,0.305,2.3091,GUF,0.6469825
ABAB,ABB-138,1211.7324,8.7593,-46.3594,100.9275,1.4526,0.32,2.3053,GUF,0.63659375
ABAB,ABB-138,1211.8848,8.734,-46.6528,103.7271,1.4706,0.3415,2.3014,GUF,0.67158875
ABAB,ABB-138,1212.0372,8.7847,-46.8281,106.7126,1.4871,0.3427,2.3006,GUF,0.7089074999999999
ABAB,ABB-138,1212.1896,8.7847,-46.7361,111.1942,1.5103,0.3613,2.3001,GUF,0.7649275
ABAB,ABB-138,1212.342,8.7974,-46.9861,104.6506,1.4867,0.3554,2.2995,GUF,0.6831324999999999
ABAB,ABB-138,1212.4944,8.8354,-47.0313,101.9467,1.4131,0.3507,2.2929,GUF,0.64933375
ABAB,ABB-138,1212.6468,8.8861,-47.0278,96.2724,1.4778,0.3397,2.296,GUF,0.5784050000000001
ABAB,ABB-138,1212.7992,8.9115,-47.1111,98.3767,1.5069,0.3461,2.2989,GUF,0.60470875
ABAB,ABB-138,1212.9516,8.8735,-47.8125,101.4808,1.5346,0.3365,2.3105,GUF,0.64351
ABAB,ABB-138,1213.104,8.9369,-48.0694,101.8447,1.496,0.3097,2.313,GUF,0.64805875
ABAB,ABB-138,1213.2564,8.9115,-48.125,101.3891,1.5133,0.3267,2.3074,GUF,0.64236375
ABAB,ABB-138,1213.4088,9.051,-48.3125,105.1446,1.4775,0.3503,2.2997,GUF,0.6893075
ABAB,ABB-138,1213.5612,9.0383,-48.4653,108.0987,1.5193,0.3791,2.3001,GUF,0.7262337499999999
ABAB,ABB-138,1213.7136,9.0637,-49.2083,106.7762,1.5706,0.3406,2.3078,GUF,0.7097025
ABAB,ABB-138,1213.866,9.0129,-49.625,108.6437,1.5974,0.3284,2.3265,GUF,0.7330462499999999
ABAB,ABB-138,1214.0184,9.0129,-50.3958,104.8687,1.547,0.307,2.339,GUF,0.6858587500000001
ABAB,ABB-138,1214.1708,9.089,-50.8958,107.7837,1.5649,0.3168,2.3473,GUF,0.72229625
ABAB,ABB-138,1214.3232,9.1651,-51.1797,98.979,1.5517,0.3233,2.3444,GUF,0.6122375
ABAB,ABB-138,1214.4756,9.2919,-51.3125,101.9476,1.5638,0.3545,2.3425,GUF,0.649345
ABAB,ABB-138,1214.628,9.2285,-51.743,103.759,1.6034,0.3306,2.3514,GUF,0.6719875
ABAB,ABB-138,1214.7804,9.0383,-52.1528,106.2702,1.7524,0.3596,2.3699,GUF,0.7033775
ABAB,ABB-138,1214.9328,9.089,-52.9861,102.1792,2.0491,0.3146,2.4058,GUF,0.6522399999999999
ABAB,ABB-138,1215.0852,9.089,-53.0833,95.1791,2.2779,0.2881,2.4347,GUF,0.5647387500000001
ABAB,ABB-138,1215.2376,9.1397,-53.3125,92.723,2.4381,0.2496,2.4461,GUF,0.5340374999999999
ABAB,ABB-138,1215.39,9.1905,-53.9583,91.3891,2.4196,0.243,2.4369,GUF,0.51736375
ABAB,ABB-138,1215.5424,9.1651,-53.375,94.5594,2.2348,0.251,2.4254,GUF,0.5569925
ABAB,ABB-138,1215.6948,9.1397,-52.9297,98.5952,2.0391,0.271,2.4107,GUF,0.6074400000000001
ABAB,ABB-138,1215.8472,9.1144,-52.2188,102.4755,1.7577,0.2741,2.3928,GUF,0.6559437499999999
ABAB,ABB-138,1215.9996,9.1778,-51.5278,102.4828,1.6304,0.3074,2.373,GUF,0.6560349999999999
ABAB,ABB-138,1216.152,9.2412,-51.4861,100.7778,1.6051,0.3383,2.356,GUF,0.6347225
ABAB,ABB-138,1216.3044,9.2792,-51.1328,101.5989,1.6175,0.3749,2.3511,GUF,0.64498625
ABAB,ABB-138,1216.4568,9.3426,-51.5694,106.1428,1.5931,0.3713,2.3492,GUF,0.7017849999999999
ABAB,ABB-138,1216.6092,9.3426,-51.5156,109.1579,1.5842,0.3638,2.3603,GUF,0.7394737499999999
ABAB,ABB-138,1216.7616,9.4314,-51.5556,109.366,1.593,0.3645,2.3656,GUF,0.742075
ABAB,ABB-138,1216.914,9.5582,-51.5764,105.3532,1.5834,0.3573,2.3675,GUF,0.6919150000000001
ABAB,ABB-138,1217.0664,9.6977,-52.125,104.0076,1.5485,0.3684,2.362,GUF,0.675095
ABAB,ABB-138,1217.2188,9.7738,-52.3472,104.1382,1.5233,0.3356,2.3674,GUF,0.6767274999999999
ABAB,ABB-138,1217.3712,9.647,-52.7708,111.225,1.4942,0.353,2.3726,GUF,0.7653125
ABAB,ABB-138,1217.5236,9.5709,-52.6875,114.5107,1.5051,0.3603,2.3804,GUF,0.80638375
ABAB,ABB-138,1217.676,9.5455,-52.375,114.8098,1.5059,0.3866,2.3755,GUF,0.8101225
ABAB,ABB-138,1217.8284,9.647,-52.1806,108.3782,1.4755,0.3719,2.3626,GUF,0.7297275000000001
ABAB,ABB-138,1217.9808,9.7991,-52.0833,110.732,1.497,0.3831,2.3554,GUF,0.75915
ABAB,ABB-138,1218.1332,9.8118,-52.0972,114.903,1.5058,0.3261,2.3671,GUF,0.8112875
ABAB,ABB-138,1218.2856,9.8498,-51.9444,122.4385,1.5283,0.3613,2.3789,GUF,0.90548125
ABAB,ABB-138,1218.438,9.8625,-51.7639,116.7004,1.5343,0.3418,2.3814,GUF,0.833755
ABAB,ABB-138,1218.5904,9.9006,-51.8056,116.9799,1.5201,0.3773,2.3644,GUF,0.83724875
ABAB,ABB-138,1218.7428,9.8752,-51.8984,113.0904,1.5373,0.3638,2.3643,GUF,0.78863
ABAB,ABB-138,1218.8952,9.9259,-51.7292,112.88,1.5961,0.3753,2.3609,GUF,0.7859999999999999
ABAB,ABB-138,1219.0476,9.8752,-51.5278,109.1843,1.6516,0.3844,2.3603,GUF,0.7398037499999999
ABAB,ABB-138,1219.2,9.9513,-51.1806,107.4012,1.6715,0.3702,2.3412,GUF,0.717515
ABAB,ABB-138,1219.3524,10.0274,-50.3681,105.1808,1.5514,0.3788,2.3224,GUF,0.68976
ABAB,ABB-138,1219.5048,10.1288,-47.7292,99.8589,1.5227,0.3732,2.3035,GUF,0.62323625
ABAB,ABB-138,1219.6572,10.3063,-46.9167,98.8533,1.805,0.3745,2.2953,GUF,0.6106662500000001
ABAB,ABB-138,1219.8096,10.1795,-46.9792,96.0388,2.0753,0.3384,2.2955,GUF,0.5754849999999999
ABAB,ABB-138,1219.962,9.7738,-46.7361,96.8952,2.1884,0.3394,2.3053,GUF,0.58619
ABAB,ABB-138,1220.1144,9.7611,-46.5547,98.199,2.2699,0.3077,2.3194,GUF,0.6024875
ABAB,ABB-138,1220.2668,9.3173,-46.9444,104.7216,2.3375,0.3005,2.334,GUF,0.68402
ABAB,ABB-138,1220.4192,9.1905,-46.9653,104.0884,2.0337,0.2813,2.3391,GUF,0.676105
ABAB,ABB-138,1220.5716,9.1524,-47.1389,105.9761,1.7475,0.3005,2.3406,GUF,0.69970125
ABAB,ABB-138,1220.724,9.1651,-47.9097,102.021,1.7775,0.3129,2.347,GUF,0.6502625
ABAB,ABB-138,1220.8764,9.2665,-49.3194,103.0525,2.2492,0.3267,2.3762,GUF,0.6631562499999999
ABAB,ABB-138,1221.0288,9.3046,-49.2708,98.4397,2.7533,0.3083,2.4077,GUF,0.6054962500000001
ABAB,ABB-138,1221.1812,9.3426,-50.2986,100.1383,2.3271,0.2849,2.4176,GUF,0.6267287500000001
ABAB,ABB-138,1221.3336,9.2158,-50.4722,98.5924,1.6666,0.2913,2.3873,GUF,0.607405
ABAB,ABB-138,1221.486,9.2919,-50.8672,102.8643,1.6401,0.3222,2.3529,GUF,0.66080375
ABAB,ABB-138,1221.6384,9.2666,-51.3125,107.8013,1.6131,0.3494,2.3349,GUF,0.72251625
ABAB,ABB-138,1221.7908,9.2919,-52.0278,110.3274,1.6041,0.359,2.3393,GUF,0.7540924999999999
ABAB,ABB-138,1221.9432,9.2412,-52.8194,113.3266,1.6027,0.3809,2.3442,GUF,0.7915825
ABAB,ABB-138,1222.0956,9.1905,-53.0903,109.7602,1.5912,0.3956,2.3432,GUF,0.7470025
ABAB,ABB-138,1222.248,9.1651,-53.4653,110.2942,1.5559,0.4041,2.3321,GUF,0.7536775
ABAB,ABB-138,1222.4004,9.1524,-53.9583,105.7348,1.5511,0.3696,2.325,GUF,0.6966850000000001
ABAB,ABB-138,1222.5528,9.1144,-54.0486,104.3648,1.5706,0.3621,2.3264,GUF,0.67956
ABAB,ABB-138,1222.7052,9.1271,-54.3403,106.2027,1.6836,0.3615,2.3428,GUF,0.70253375
ABAB,ABB-138,1222.8576,9.0129,-54.5139,105.9806,1.5914,0.3742,2.352,GUF,0.6997574999999999
ABAB,ABB-138,1223.01,8.9242,-54.625,114.5865,1.487,0.3876,2.3505,GUF,0.8073312500000001
ABAB,ABB-138,1223.1624,8.9242,-54.7569,115.6463,1.4632,0.3993,2.3466,GUF,0.8205787499999999
ABAB,ABB-138,1223.3148,8.9115,-54.8472,122.4521,1.4359,0.4056,2.3476,GUF,0.90565125
ABAB,ABB-138,1223.4672,8.9115,-54.7778,116.7019,1.4189,0.3764,2.3535,GUF,0.83377375
ABAB,ABB-138,1223.6196,8.9369,-54.5764,117.7297,1.3979,0.3739,2.3563,GUF,0.8466212499999999
ABAB,ABB-138,1223.772,8.8861,-54.625,114.9124,1.3921,0.3681,2.3699,GUF,0.811405
ABAB,ABB-138,1223.9244,8.734,-54.3472,120.0103,1.8593,0.3934,2.4066,GUF,0.87512875
ABAB,ABB-138,1224.0768,8.6452,-53.7639,114.4762,4.4566,0.391,2.4591,GUF,0.8059525000000001
ABAB,ABB-138,1224.2292,8.5311,-52.25,110.1317,7.5892,0.3431,2.5113,GUF,0.75164625
ABAB,ABB-138,1224.3816,8.5818,-51.4297,113.0241,5.1326,0.2846,2.5257,GUF,0.78780125
ABAB,ABB-138,1224.534,8.6325,-50.5,122.066,4.6035,0.2706,2.5199,GUF,0.900825
ABAB,ABB-138,1224.6864,8.6072,-50.0625,131.4053,6.587,0.2653,2.5073,GUF,1.0
ABAB,ABB-138,1224.8388,8.6072,-47.9445,126.101,5.171,0.2563,2.5216,GUF,0.9512625
ABAB,ABB-138,1224.9912,8.6325,-47.5833,122.6323,2.9697,0.2551,2.5213,GUF,0.90790375
ABAB,ABB-138,1225.1436,8.6199,-47.2153,121.2318,1.7801,0.2754,2.5009,GUF,0.8903975000000001
ABAB,ABB-138,1225.296,8.5818,-46.2084,128.5644,1.8633,0.3186,2.4678,GUF,0.9820550000000001
ABAB,ABB-138,1225.4484,8.6579,-46.0278,131.6214,4.0344,0.3297,2.4377,GUF,1.0
ABAB,ABB-138,1225.6008,8.6832,-46.5937,130.0332,2.0152,0.3184,2.4117,GUF,1.0
ABAB,ABB-138,1225.7532,8.4804,-45.8056,118.5611,1.3185,0.3133,2.3694,GUF,0.8570137499999999
ABAB,ABB-138,1225.9056,8.5057,-45.75,116.1143,1.3474,0.3352,2.3355,GUF,0.82642875
ABAB,ABB-138,1226.058,8.5564,-45.5764,109.893,1.305,0.3738,2.3155,GUF,0.7486625
ABAB,ABB-138,1226.2104,8.6072,-46.7847,116.4421,1.3279,0.4004,2.3163,GUF,0.8305262499999999
ABAB,ABB-138,1226.3628,8.6199,-47.5903,114.368,1.4264,0.3808,2.3215,GUF,0.8046
ABAB,ABB-138,1226.5152,8.6706,-47.8542,119.4237,1.416,0.3725,2.3213,GUF,0.8677962499999999
ABAB,ABB-138,1226.6676,8.5057,-48.2708,113.2009,1.4158,0.3658,2.3196,GUF,0.79001125
ABAB,ABB-138,1226.82,8.5311,-48.4062,115.1195,1.3808,0.3737,2.3237,GUF,0.8139937500000001
