STRUKTUR,WELL_NAME,DEPTH,CALI,SP,GR,RT,NPHI,RHOB,MARKER,VSH_GR
ABAB,ABB-138,846.4296,8.6199,-59.3333,124.5961,1.0459,0.4362,2.2451,ABF,
ABAB,ABB-138,846.582,8.7466,-60.2847,124.5297,1.0788,0.4721,2.2301,ABF,
ABAB,ABB-138,846.7344,8.7086,-60.3681,118.9141,1.0667,0.4775,2.2297,ABF,
ABAB,ABB-138,846.8868,8.8101,-60.1875,117.7871,1.078,0.4317,2.2429,ABF,
ABAB,ABB-138,847.0392,8.6959,-60.1016,118.4918,1.0873,0.4101,2.26,ABF,
ABAB,ABB-138,847.1916,8.5311,-58.3472,114.7065,1.0151,0.4081,2.2586,ABF,
ABAB,ABB-138,847.344,8.5057,-58.0278,122.0364,1.0273,0.4074,2.2506,ABF,
ABAB,ABB-138,847.4964,8.5057,-61.5694,132.5876,1.0076,0.4362,2.2441,ABF,
ABAB,ABB-138,847.6488,8.6072,-61.5556,137.8643,0.9906,0.473,2.2435,ABF,
ABAB,ABB-138,847.8012,8.5438,-60.2014,138.8365,0.9729,0.4983,2.2472,ABF,
ABAB,ABB-138,847.9536,8.734,-60.6181,125.3832,0.9817,0.4611,2.2528,ABF,
ABAB,ABB-138,848.106,8.734,-62.0139,122.83,0.9956,0.4426,2.2577,ABF,
ABAB,ABB-138,848.2584,8.5691,-61.7361,117.5043,0.9744,0.4511,2.259,ABF,
ABAB,ABB-138,848.4108,8.5818,-62.2431,123.8319,0.9912,0.4791,2.2651,ABF,
ABAB,ABB-138,848.5632,8.6325,-61.7083,122.0975,1.0045,0.4836,2.2656,ABF,
ABAB,ABB-138,848.7156,8.5818,-60.4167,121.966,0.9889,0.4512,2.2593,ABF,
ABAB,ABB-138,848.868,8.6832,-59.9766,121.4274,0.9727,0.4136,2.242,ABF,
ABAB,ABB-138,849.0204,8.5818,-61.2778,119.4069,0.9665,0.396,2.2393,ABF,
ABAB,ABB-138,849.1728,8.6452,-61.7847,118.0562,0.9806,0.3679,2.2409,ABF,
ABAB,ABB-138,849.3252,8.6579,-60.3195,119.7849,0.9941,0.3829,2.259,ABF,
ABAB,ABB-138,849.4776,8.6706,-58.8333,126.5298,1.1337,0.3875,2.2669,ABF,
ABAB,ABB-138,849.63,8.7213,-60.75,127.707,1.3376,0.4009,2.2809,ABF,
ABAB,ABB-138,849.7824,8.7974,-62.2917,122.3565,1.2786,0.3962,2.2757,ABF,
ABAB,ABB-138,849.9348,9.0383,-63.6172,116.654,1.2041,0.4437,2.2711,ABF,
ABAB,ABB-138,850.0872,9.1144,-63.7062,118.9779,1.1692,0.4538,2.2716,ABF,
ABAB,ABB-138,850.2396,9.1397,-64.1319,125.7018,1.2809,0.4534,2.2811,ABF,
ABAB,ABB-138,850.392,9.1397,-64.1016,125.9499,1.3911,0.3851,2.2824,ABF,
ABAB,ABB-138,850.5444,9.1651,-64.2083,122.0046,1.2686,0.3927,2.2797,ABF,
ABAB,ABB-138,850.6968,9.089,-64.3333,112.4162,1.2186,0.3866,2.2723,ABF,
ABAB,ABB-138,850.8492,9.1905,-64.3889,113.9735,1.1411,0.4314,2.2734,ABF,
ABAB,ABB-138,851.0016,9.3933,-64.4028,114.8499,1.2062,0.4195,2.2692,ABF,
ABAB,ABB-138,851.154,9.2792,-64.4028,121.7275,1.2047,0.4015,2.2693,ABF,
ABAB,ABB-138,851.3064,9.1397,-64.2153,123.7444,1.1382,0.3779,2.2646,ABF,
ABAB,ABB-138,851.4588,9.0383,-63.8594,123.4335,1.041,0.4066,2.2629,ABF,
ABAB,ABB-138,851.6112,9.0383,-63.5903,124.2442,1.0947,0.4334,2.2487,ABF,
ABAB,ABB-138,851.7636,9.0637,-63.5694,123.4847,1.2027,0.4471,2.2453,ABF,
ABAB,ABB-138,851.916,9.1651,-63.6389,119.4935,1.1053,0.4051,2.2384,ABF,
ABAB,ABB-138,852.0684,9.2919,-63.7222,120.0196,1.1679,0.4393,2.2412,ABF,
ABAB,ABB-138,852.2208,9.2412,-63.6528,114.265,1.1133,0.4249,2.2501,ABF,
ABAB,ABB-138,852.3732,9.1905,-63.6042,117.7593,1.056,0.4533,2.241,ABF,
ABAB,ABB-138,852.5256,9.2792,-63.6042,118.87,1.1313,0.3858,2.2387,ABF,
ABAB,ABB-138,852.678,9.3933,-63.3889,129.5313,0.9991,0.406,2.2234,ABF,
ABAB,ABB-138,852.8304,9.368,-63.2639,128.7759,1.1114,0.4059,2.2378,ABF,
ABAB,ABB-138,852.9828,9.5202,-62.7708,123.1007,1.1584,0.4101,2.2456,ABF,
ABAB,ABB-138,853.1352,9.647,-62.6597,118.4021,1.1013,0.3885,2.2513,ABF,
ABAB,ABB-138,853.2876,9.2919,-63.0139,113.8243,0.9952,0.3999,2.2413,ABF,
ABAB,ABB-138,853.44,9.3933,-62.8542,120.2138,1.086,0.4454,2.2416,ABF,
ABAB,ABB-138,853.5924,9.3173,-62.8281,117.9896,1.1146,0.4454,2.2395,ABF,
ABAB,ABB-138,853.7448,9.5328,-63.2153,129.8028,1.1629,0.4527,2.2507,ABF,
ABAB,ABB-138,853.8972,9.2666,-63.1875,123.0536,1.2133,0.4584,2.2675,ABF,
ABAB,ABB-138,854.0496,9.2666,-63.2986,121.5044,1.2316,0.482,2.2938,ABF,
ABAB,ABB-138,854.202,9.2412,-63.5625,118.8433,1.4121,0.4781,2.2953,ABF,
ABAB,ABB-138,854.3544,9.3173,-63.4375,125.9923,1.1299,0.4115,2.2741,ABF,
ABAB,ABB-138,854.5068,9.1271,-63.8403,131.7447,0.9501,0.423,2.2448,ABF,
ABAB,ABB-138,854.6592,9.2158,-63.9097,130.9844,0.9777,0.4377,2.23,ABF,
ABAB,ABB-138,854.8116,9.1144,-64.1111,136.5892,1.0009,0.457,2.2274,ABF,
ABAB,ABB-138,854.964,8.8608,-64.4653,136.7042,0.9935,0.4335,2.2365,ABF,
ABAB,ABB-138,855.1164,8.9115,-64.5417,136.9638,0.9921,0.4759,2.2487,ABF,
ABAB,ABB-138,855.2688,9.0003,-64.3889,139.0964,0.9495,0.4955,2.2589,ABF,
ABAB,ABB-138,855.4212,9.1778,-63.9844,138.3861,0.9339,0.4492,2.2598,ABF,
ABAB,ABB-138,855.5736,9.0129,-63.125,140.1352,0.9919,0.4065,2.2569,ABF,
ABAB,ABB-138,855.726,9.1144,-62.5069,135.4711,0.9664,0.395,2.2541,ABF,
ABAB,ABB-138,855.8784,9.1651,-61.8958,135.3456,0.9933,0.4118,2.2507,ABF,
ABAB,ABB-138,856.0308,8.8861,-61.1875,139.2589,1.0153,0.4635,2.2571,ABF,
ABAB,ABB-138,856.1832,8.7847,-62.3611,134.6845,1.0735,0.4635,2.2616,ABF,
ABAB,ABB-138,856.3356,8.8354,-61.8125,132.1709,1.074,0.4513,2.2614,ABF,
ABAB,ABB-138,856.488,8.8988,-60.6042,134.8817,1.1003,0.4338,2.2428,ABF,
ABAB,ABB-138,856.6404,8.9242,-58.5278,129.5524,0.9775,0.508,2.233,ABF,
ABAB,ABB-138,856.7928,8.8354,-57.9097,126.0026,1.0071,0.4974,2.239,ABF,
ABAB,ABB-138,856.9452,8.734,-57.9236,116.3388,1.094,0.464,2.2595,ABF,
ABAB,ABB-138,857.0976,8.6832,-57.5972,118.6293,0.9111,0.4346,2.2457,ABF,
ABAB,ABB-138,857.25,8.5818,-57.7639,120.5551,0.9396,0.4571,2.2325,ABF,
ABAB,ABB-138,857.4024,8.5818,-59.9653,121.1044,1.0909,0.4434,2.2152,ABF,
ABAB,ABB-138,857.5548,8.734,-61.4297,121.9148,0.9843,0.4294,2.2258,ABF,
ABAB,ABB-138,857.7072,8.734,-61.9444,127.0712,1.0169,0.4068,2.2265,ABF,
ABAB,ABB-138,857.8596,8.7847,-61.8264,128.9582,1.0421,0.4368,2.2317,ABF,
ABAB,ABB-138,858.012,8.9115,-62.2639,136.1544,0.981,0.4306,2.2376,ABF,
ABAB,ABB-138,858.1644,8.8608,-60.7917,138.9309,1.0234,0.4656,2.2483,ABF,
ABAB,ABB-138,858.3168,9.0637,-57.6389,140.8317,1.0774,0.4513,2.2564,ABF,
ABAB,ABB-138,858.4692,8.7847,-57.2153,139.8493,1.084,0.5089,2.2606,ABF,
ABAB,ABB-138,858.6216,8.734,-58.4028,135.7788,1.099,0.4467,2.2603,ABF,
ABAB,ABB-138,858.774,8.7213,-56.9531,134.3395,1.0201,0.4367,2.2601,ABF,
ABAB,ABB-138,858.9264,8.6452,-55.9097,126.3868,1.0144,0.3921,2.2702,ABF,
ABAB,ABB-138,859.0788,8.6579,-55.625,121.4466,1.4905,0.3831,2.2837,ABF,
ABAB,ABB-138,859.2312,8.7466,-54.9792,116.5548,1.2317,0.3546,2.296,ABF,
ABAB,ABB-138,859.3836,8.772,-54.7847,116.4229,1.0722,0.3428,2.2916,ABF,
ABAB,ABB-138,859.536,8.8227,-55.9236,117.7851,1.1186,0.3719,2.273,ABF,
ABAB,ABB-138,859.6884,8.8608,-56.1875,122.1266,1.122,0.4085,2.2573,ABF,
ABAB,ABB-138,859.8408,8.8354,-57.1389,122.6673,1.1024,0.439,2.2494,ABF,
ABAB,ABB-138,859.9932,8.8354,-57.2986,120.8508,1.0459,0.4546,2.2496,ABF,
ABAB,ABB-138,860.1456,8.734,-57.4028,126.7805,1.108,0.4496,2.2532,ABF,
ABAB,ABB-138,860.298,8.6959,-60.0069,136.1467,1.1292,0.4382,2.2622,ABF,
ABAB,ABB-138,860.4504,8.8481,-62.1319,142.0727,1.0705,0.4284,2.2662,ABF,
ABAB,ABB-138,860.6028,8.9242,-62.5347,137.6444,1.0231,0.4254,2.2618,ABF,
ABAB,ABB-138,860.7552,9.0383,-62.8264,136.7437,1.0591,0.4196,2.2559,ABF,
ABAB,ABB-138,860.9076,9.1651,-63.1875,134.9997,1.0666,0.3978,2.2604,ABF,
ABAB,ABB-138,861.06,9.1651,-63.4687,135.9583,1.0508,0.4138,2.2628,ABF,
ABAB,ABB-138,861.2124,9.1905,-63.9236,134.0533,1.0404,0.4229,2.2531,ABF,
ABAB,ABB-138,861.3648,9.089,-64.4722,133.3653,1.0123,0.4338,2.2408,ABF,
ABAB,ABB-138,861.5172,9.1651,-64.4097,135.4082,0.9449,0.4388,2.2322,ABF,
ABAB,ABB-138,861.6696,9.1271,-64.6042,131.7835,1.0269,0.4485,2.24,ABF,
ABAB,ABB-138,861.822,9.1397,-64.6406,134.7132,1.0145,0.4757,2.2509,ABF,
ABAB,ABB-138,861.9744,9.2285,-64.7569,126.3278,1.0284,0.4907,2.2544,ABF,
ABAB,ABB-138,862.1268,9.5328,-64.6389,128.057,0.976,0.4981,2.2434,ABF,
ABAB,ABB-138,862.2792,9.4187,-64.1667,131.7923,1.0005,0.5006,2.2323,ABF,
ABAB,ABB-138,862.4316,9.5962,-64.125,139.7634,0.9931,0.5135,2.2266,ABF,
ABAB,ABB-138,862.584,9.4694,-63.4931,140.3305,0.9245,0.4955,2.2293,ABF,
ABAB,ABB-138,862.7364,9.4948,-63.7778,134.7744,0.9301,0.4862,2.2322,ABF,
ABAB,ABB-138,862.8888,9.9259,-63.875,141.0911,1.0244,0.4706,2.2267,ABF,
ABAB,ABB-138,863.0412,9.5709,-63.8516,144.1001,1.015,0.5472,2.2205,ABF,
ABAB,ABB-138,863.1936,9.4441,-63.8681,152.5069,0.9695,0.4958,2.2222,ABF,
ABAB,ABB-138,863.346,9.723,-64.1736,144.5138,1.0357,0.5,2.2351,ABF,
ABAB,ABB-138,863.4984,9.5962,-64.2847,140.0573,1.0216,0.4775,2.2437,ABF,
ABAB,ABB-138,863.6508,9.7357,-63.8403,133.5888,0.9552,0.5,2.2331,ABF,
ABAB,ABB-138,863.8032,9.6596,-63.2917,139.9164,0.9492,0.4886,2.2195,ABF,
ABAB,ABB-138,863.9556,9.6216,-63.5278,141.6162,1.036,0.4828,2.2089,ABF,
ABAB,ABB-138,864.108,9.4694,-63.625,140.1732,1.0181,0.4941,2.2016,ABF,
ABAB,ABB-138,864.2604,9.5709,-63.1111,135.0746,0.9218,0.51,2.1899,ABF,
ABAB,ABB-138,864.4128,9.8752,-63.0347,142.5323,0.9775,0.5211,2.1737,ABF,
ABAB,ABB-138,864.5652,9.5709,-63.0694,143.2631,0.9949,0.4969,2.1767,ABF,
ABAB,ABB-138,864.7176,9.4441,-63.4375,141.6353,1.0013,0.5279,2.1915,ABF,
ABAB,ABB-138,864.87,9.7738,-63.5833,131.433,1.031,0.5038,2.2079,ABF,
ABAB,ABB-138,865.0224,9.4694,-63.3594,133.7201,0.9695,0.5204,2.2172,ABF,
ABAB,ABB-138,865.1748,9.5582,-63.3819,139.2855,1.0825,0.4691,2.2179,ABF,
ABAB,ABB-138,865.3272,8.8861,-63.6597,139.2342,1.0118,0.4827,2.229,ABF,
ABAB,ABB-138,865.4796,9.0383,-63.5833,133.5184,0.9502,0.4465,2.2279,ABF,
ABAB,ABB-138,865.632,9.2665,-63.3819,136.3844,1.0048,0.4507,2.2236,ABF,
ABAB,ABB-138,865.7844,9.6216,-63.0694,134.8204,0.9736,0.4542,2.2078,ABF,
ABAB,ABB-138,865.9368,9.5328,-63.0938,135.3086,0.9915,0.4785,2.1912,ABF,
ABAB,ABB-138,866.0892,9.3934,-62.9792,127.9564,0.9412,0.4867,2.186,ABF,
ABAB,ABB-138,866.2416,9.3046,-63.1319,130.4536,0.9954,0.4721,2.1909,ABF,
ABAB,ABB-138,866.394,9.368,-62.9306,135.5422,1.0553,0.4919,2.1968,ABF,
ABAB,ABB-138,866.5464,9.6216,-63.0972,143.2318,1.0185,0.5384,2.1992,ABF,
ABAB,ABB-138,866.6988,9.8498,-63.125,139.5746,1.0499,0.5488,2.199,ABF,
ABAB,ABB-138,866.8512,9.5582,-62.9141,135.5056,1.0544,0.5458,2.199,ABF,
ABAB,ABB-138,867.0036,9.5075,-62.7431,130.3393,0.9424,0.5167,2.1989,ABF,
ABAB,ABB-138,867.156,9.7484,-62.5556,132.1905,1.0346,0.5019,2.2043,ABF,
ABAB,ABB-138,867.3084,9.4187,-61.9514,136.83,1.0571,0.5329,2.213,ABF,
ABAB,ABB-138,867.4608,9.8498,-61.3472,138.3581,1.0653,0.5051,2.2169,ABF,
ABAB,ABB-138,867.6132,9.3173,-61.7569,143.5403,1.0567,0.5061,2.2136,ABF,
ABAB,ABB-138,867.7656,9.6723,-62.0833,137.4391,1.0626,0.4938,2.2122,ABF,
ABAB,ABB-138,867.918,9.4314,-63.7014,140.7198,1.069,0.5062,2.2056,ABF,
ABAB,ABB-138,868.0704,9.368,-63.5234,133.7741,0.9878,0.4617,2.2023,ABF,
ABAB,ABB-138,868.2228,9.3933,-63.0694,134.5219,1.0531,0.4334,2.2162,ABF,
ABAB,ABB-138,868.3752,9.368,-63.0833,130.9582,1.1263,0.4097,2.2299,ABF,
ABAB,ABB-138,868.5276,9.5202,-62.8889,131.661,1.0383,0.4219,2.2363,ABF,
ABAB,ABB-138,868.68,9.4948,-62.7361,133.1697,1.0769,0.4297,2.222,ABF,
ABAB,ABB-138,868.8324,9.6216,-62.5156,133.6917,1.0755,0.4204,2.2208,ABF,
ABAB,ABB-138,868.9848,9.4948,-62.2083,136.5282,1.0749,0.4657,2.2133,ABF,
ABAB,ABB-138,869.1372,9.723,-61.3403,134.4432,1.0833,0.4858,2.2015,ABF,
ABAB,ABB-138,869.2896,9.5962,-60.7917,127.0928,1.0824,0.5107,2.187,ABF,
ABAB,ABB-138,869.442,9.5709,-61.3889,128.5388,1.0594,0.5085,2.1836,ABF,
ABAB,ABB-138,869.5944,9.6596,-61.2708,129.7529,1.0784,0.4933,2.1744,ABF,
ABAB,ABB-138,869.7468,9.7484,-61.4444,140.9585,0.9956,0.4698,2.1591,ABF,
ABAB,ABB-138,869.8992,9.7991,-60.8194,142.5627,1.0135,0.4391,2.1469,ABF,
ABAB,ABB-138,870.0516,10.002,-60.7917,143.2727,1.0035,0.4238,2.151,ABF,
ABAB,ABB-138,870.204,10.002,-60.4297,140.8094,0.9755,0.4458,2.1598,ABF,
ABAB,ABB-138,870.3564,9.9133,-60.1458,140.8026,0.9011,0.4896,2.1623,ABF,
ABAB,ABB-138,870.5088,9.6977,-57.9028,139.6108,1.001,0.5089,2.1631,ABF,
ABAB,ABB-138,870.6612,9.6977,-56.9653,138.5438,1.0851,0.5164,2.1762,ABF,
ABAB,ABB-138,870.8136,9.8498,-56.1528,140.4325,1.13,0.5095,2.1986,ABF,
ABAB,ABB-138,870.966,10.2303,-55.7656,141.1975,1.1426,0.441,2.2227,ABF,
ABAB,ABB-138,871.1184,9.9767,-55.5417,141.2025,1.1166,0.432,2.2367,ABF,
ABAB,ABB-138,871.2708,9.9513,-55.0486,137.33,1.0982,0.4465,2.2448,ABF,
ABAB,ABB-138,871.4232,9.7738,-54.8264,141.2404,1.1177,0.5176,2.2512,ABF,
ABAB,ABB-138,871.5756,9.6723,-54.7813,140.8147,1.1034,0.526,2.2542,ABF,
ABAB,ABB-138,871.728,10.002,-54.6875,142.9386,1.0815,0.4712,2.2464,ABF,
ABAB,ABB-138,871.8804,10.2049,-54.1319,136.9249,1.0814,0.4362,2.2372,ABF,
ABAB,ABB-138,872.0328,10.2049,-53.9097,137.9744,1.0622,0.3946,2.2385,ABF,
ABAB,ABB-138,872.1852,10.002,-53.6944,135.181,1.0686,0.4361,2.2471,ABF,
ABAB,ABB-138,872.3376,10.0147,-53.2813,138.9336,1.1194,0.4542,2.2554,ABF,
ABAB,ABB-138,872.49,10.1161,-52.9583,136.1228,1.175,0.531,2.2594,ABF,
ABAB,ABB-138,872.6424,10.002,-53.0625,143.0535,1.1091,0.5034,2.2533,ABF,
ABAB,ABB-138,872.7948,9.9767,-53.6181,143.9744,1.0753,0.4844,2.2533,ABF,
ABAB,ABB-138,872.9472,10.6867,-53.6484,144.468,1.1768,0.4774,2.2529,ABF,
ABAB,ABB-138,873.0996,10.1035,-52.8681,136.8953,1.2323,0.4912,2.2689,ABF,
ABAB,ABB-138,873.252,10.1415,-51.9653,123.3047,1.2617,0.4373,2.2874,ABF,
ABAB,ABB-138,873.4044,10.2049,-51.6736,122.087,1.3274,0.3838,2.3011,ABF,
ABAB,ABB-138,873.5568,10.1542,-52.6172,109.7412,1.2787,0.3565,2.3098,ABF,
ABAB,ABB-138,873.7092,10.0781,-53.8403,108.7815,1.2923,0.3678,2.2986,ABF,
ABAB,ABB-138,873.8616,10.2556,-54.4583,106.4282,1.0816,0.3833,2.2797,ABF,
ABAB,ABB-138,874.014,10.0781,-55.6944,119.9117,1.0147,0.4391,2.2542,ABF,
ABAB,ABB-138,874.1664,10.0908,-56.3403,128.0154,0.9981,0.4287,2.23,ABF,
ABAB,ABB-138,874.3188,10.281,-56.4653,140.2821,0.9445,0.4252,2.2095,ABF,
ABAB,ABB-138,874.4712,10.3824,-56.8594,141.4207,0.9481,0.4505,2.1989,ABF,
ABAB,ABB-138,874.6236,10.2556,-56.8819,141.1126,0.9352,0.4798,2.1984,ABF,
ABAB,ABB-138,874.776,10.4078,-56.9236,133.5209,0.9497,0.5452,2.1958,ABF,
ABAB,ABB-138,874.9284,10.1542,-56.9653,132.2695,0.9696,0.5626,2.1974,ABF,
ABAB,ABB-138,875.0808,10.0274,-57.0703,131.0458,0.9716,0.5559,2.2213,ABF,
ABAB,ABB-138,875.2332,10.5346,-56.9097,138.2729,0.9891,0.5099,2.2476,ABF,
ABAB,ABB-138,875.3856,10.5346,-56.7292,135.1969,0.9782,0.4978,2.2521,ABF,
ABAB,ABB-138,875.538,10.281,-56.3958,141.4851,0.9948,0.4743,2.2315,ABF,
ABAB,ABB-138,875.6904,10.2303,-55.9766,137.4552,1.0039,0.4554,2.212,ABF,
ABAB,ABB-138,875.8428,10.0401,-55.4028,131.9678,1.0015,0.4571,2.2073,ABF,
ABAB,ABB-138,875.9952,9.9386,-54.7639,127.7649,1.1091,0.4915,2.2098,ABF,
ABAB,ABB-138,876.1476,10.0654,-53.7708,129.2683,1.2691,0.4772,2.2306,ABF,
ABAB,ABB-138,876.3,9.8499,-52.4063,123.5252,1.4403,0.4864,2.2618,ABF,
ABAB,ABB-138,876.4524,10.1035,-50.7014,118.9772,1.5963,0.4076,2.2827,ABF,
ABAB,ABB-138,876.6048,10.0527,-47.6181,109.8918,2.4309,0.3574,2.285,ABF,
ABAB,ABB-138,876.7572,9.5455,-44.4653,105.4469,1.3086,0.3004,2.2554,ABF,
ABAB,ABB-138,876.9096,9.0256,-40.2778,94.0978,0.8154,0.2985,2.2086,ABF,
ABAB,ABB-138,877.062,8.9622,-37.4219,91.9098,0.8134,0.3029,2.1579,ABF,
ABAB,ABB-138,877.2144,8.8354,-36.4306,91.5707,0.8142,0.3287,2.1261,ABF,
ABAB,ABB-138,877.3668,8.8354,-35.7431,90.6448,0.8269,0.3471,2.1155,ABF,
ABAB,ABB-138,877.5192,8.8227,-36.1806,85.598,0.8652,0.368,2.1145,ABF,
ABAB,ABB-138,877.6716,8.734,-36.7109,86.0493,0.9416,0.344,2.127,ABF,
ABAB,ABB-138,877.824,8.8101,-37.2153,87.304,1.1101,0.355,2.1554,ABF,
ABAB,ABB-138,877.9764,8.7213,-38.1875,89.0804,1.3745,0.3402,2.1952,ABF,
ABAB,ABB-138,878.1288,8.734,-39.9583,91.5175,1.3905,0.3326,2.2278,ABF,
ABAB,ABB-138,878.2812,8.7593,-40.9236,97.653,1.3408,0.3207,2.2489,ABF,
ABAB,ABB-138,878.4336,8.6833,-41.8906,103.9882,1.3312,0.3058,2.2569,ABF,
ABAB,ABB-138,878.586,8.7086,-42.7639,105.0211,1.3475,0.3178,2.2622,ABF,
ABAB,ABB-138,878.7384,8.734,-43.5,110.822,1.3524,0.329,2.261,ABF,
ABAB,ABB-138,878.8908,8.7847,-44.1389,113.1752,1.3749,0.3524,2.2639,ABF,
ABAB,ABB-138,879.0432,8.8101,-44.5625,120.0898,1.3453,0.3552,2.2624,ABF,
ABAB,ABB-138,879.1956,8.9369,-45.0556,116.1944,1.318,0.3453,2.2697,ABF,
ABAB,ABB-138,879.348,8.9622,-45.9306,119.0186,1.3591,0.3172,2.2754,ABF,
ABAB,ABB-138,879.5004,8.9115,-47.1458,113.0092,1.3428,0.3047,2.2812,ABF,
ABAB,ABB-138,879.6528,8.9369,-47.9219,109.0736,1.4283,0.3186,2.2857,ABF,
ABAB,ABB-138,879.8052,8.9622,-48.3542,107.046,1.3967,0.3259,2.293,ABF,
ABAB,ABB-138,879.9576,8.9876,-49.993,113.57,1.3967,0.328,2.3026,ABF,
ABAB,ABB-138,880.11,8.9622,-50.5903,116.6435,1.4066,0.3286,2.3029,ABF,
ABAB,ABB-138,880.2624,8.9622,-50.9766,117.5356,1.4543,0.3256,2.2931,ABF,
ABAB,ABB-138,880.4148,8.9749,-51.0,115.2216,1.4343,0.3289,2.2945,ABF,
ABAB,ABB-138,880.5672,8.8227,-50.8889,118.4909,1.3647,0.3489,2.2957,ABF,
ABAB,ABB-138,880.7196,8.8988,-51.4375,115.8149,1.2711,0.3595,2.2926,ABF,
ABAB,ABB-138,880.872,8.9876,-50.1875,113.8731,1.2468,0.363,2.2811,ABF,
ABAB,ABB-138,881.0244,8.9876,-51.2292,112.1067,1.1974,0.3487,2.2789,ABF,
ABAB,ABB-138,881.1768,8.9369,-52.868,124.279,1.1735,0.3522,2.2929,ABF,
ABAB,ABB-138,881.3292,8.8227,-54.2812,121.3328,1.1937,0.388,2.309,ABF,
ABAB,ABB-138,881.4816,8.7593,-54.6806,122.7592,1.1801,0.399,2.3068,ABF,
ABAB,ABB-138,881.634,8.7847,-54.0972,114.1764,1.2341,0.4342,2.2962,ABF,
ABAB,ABB-138,881.7864,8.7593,-54.2431,120.6126,1.1682,0.3991,2.2936,ABF,
ABAB,ABB-138,881.9388,8.7847,-55.8594,121.6766,1.2249,0.3931,2.3051,ABF,
ABAB,ABB-138,882.0912,8.8861,-57.2083,129.2077,1.1582,0.3568,2.3165,ABF,
ABAB,ABB-138,882.2436,8.8861,-56.8403,133.6013,1.2322,0.3583,2.3141,ABF,
ABAB,ABB-138,882.396,8.9622,-56.9236,137.2141,1.1778,0.351,2.309,ABF,
ABAB,ABB-138,882.5484,8.9115,-57.3281,123.464,1.0577,0.3586,2.2988,ABF,
ABAB,ABB-138,882.7008,8.8608,-58.5555,114.4408,1.1537,0.3632,2.2948,ABF,
ABAB,ABB-138,882.8532,8.8861,-58.7847,117.1123,1.1119,0.3713,2.2977,ABF,
ABAB,ABB-138,883.0056,8.9622,-58.8889,123.1744,1.1049,0.3838,2.297,ABF,
ABAB,ABB-138,883.158,9.0003,-59.0234,127.9953,1.1687,0.4467,2.2994,ABF,
ABAB,ABB-138,883.3104,9.0129,-60.5625,128.8336,1.1001,0.4774,2.3066,ABF,
ABAB,ABB-138,883.4628,8.9876,-60.4653,133.6469,1.0708,0.4397,2.324,ABF,
ABAB,ABB-138,883.6152,9.0383,-61.9219,130.9373,1.0852,0.4494,2.3282,ABF,
ABAB,ABB-138,883.7676,9.1397,-61.7986,133.2211,1.0695,0.4345,2.3146,ABF,
ABAB,ABB-138,883.92,9.1651,-60.8958,129.083,1.0867,0.4641,2.3034,ABF,
ABAB,ABB-138,884.0724,9.1651,-61.2891,129.4292,1.1533,0.4891,2.2985,ABF,
ABAB,ABB-138,884.2248,9.2285,-62.9514,123.5392,1.1113,0.5175,2.3029,ABF,
ABAB,ABB-138,884.3772,9.1905,-63.5556,123.6036,1.079,0.4777,2.2984,ABF,
ABAB,ABB-138,884.5296,9.3046,-62.3681,122.6368,1.1036,0.4358,2.2966,ABF,
ABAB,ABB-138,884.682,9.3426,-61.3047,123.9475,1.0292,0.4,2.2875,ABF,
ABAB,ABB-138,884.8344,9.4441,-60.5972,132.4597,1.0849,0.458,2.2901,ABF,
ABAB,ABB-138,884.9868,9.4314,-60.2153,137.0036,1.0706,0.4583,2.2843,ABF,
ABAB,ABB-138,885.1392,9.3426,-60.1181,137.9441,1.0519,0.4309,2.2818,ABF,
ABAB,ABB-138,885.2916,9.5709,-60.0469,133.8864,1.12,0.4115,2.2776,ABF,
ABAB,ABB-138,885.444,9.5202,-59.0,139.9724,1.0762,0.3766,2.2735,ABF,
ABAB,ABB-138,885.5964,9.5328,-57.5486,141.7693,1.0025,0.3829,2.2679,ABF,
ABAB,ABB-138,885.7488,9.7484,-58.7344,136.2085,1.048,0.389,2.2586,ABF,
ABAB,ABB-138,885.9012,9.4694,-57.1111,133.484,1.0731,0.4338,2.2446,ABF,
ABAB,ABB-138,886.0536,9.7738,-55.2778,133.6834,1.0428,0.4487,2.2279,ABF,
ABAB,ABB-138,886.206,9.1017,-55.7422,137.0167,1.0637,0.4487,2.2212,ABF,
ABAB,ABB-138,886.3584,9.4187,-56.5208,139.4622,1.0547,0.4759,2.225,ABF,
ABAB,ABB-138,886.5108,9.2412,-56.0278,139.3505,1.0746,0.4441,2.222,ABF,
ABAB,ABB-138,886.6632,9.6089,-56.2344,136.171,1.0667,0.4569,2.2058,ABF,
ABAB,ABB-138,886.8156,9.4821,-55.2361,131.2177,1.0463,0.4295,2.186,ABF,
ABAB,ABB-138,886.968,9.368,-55.2431,128.5214,1.0232,0.4264,2.1882,ABF,
ABAB,ABB-138,887.1204,9.5202,-55.3056,131.0871,1.0234,0.4047,2.1965,ABF,
ABAB,ABB-138,887.2728,9.3934,-55.4063,132.8392,1.0012,0.4121,2.2133,ABF,
ABAB,ABB-138,887.4252,9.723,-53.8681,141.8377,0.9981,0.386,2.2225,ABF,
ABAB,ABB-138,887.5776,9.5709,-53.7361,141.4366,1.0081,0.4204,2.2204,ABF,
ABAB,ABB-138,887.73,9.685,-55.0764,148.5879,1.0538,0.4523,2.2169,ABF,
