STRUKTUR,WELL_NAME,DEPTH,CALI,SP,GR,RT,NPHI,RHOB,MARKER,VSH_GR,GR_RAW,GR_NORM,GR_RAW_NORM
ABAB,ABB-035,1448.1048,10.675,-20.046,12.3187,0.75,0.471,2.093,GUF,0.0,,48.13188888888889,48.13188888888889
ABAB,ABB-035,1448.2572,10.528,-18.698,13.4059,0.749,0.4864,2.079,GUF,0.0,,49.33988888888889,49.33988888888889
ABAB,ABB-035,1448.4096,10.948,-18.771,13.3611,0.757,0.4893,2.088,GUF,0.0,,49.290111111111116,49.290111111111116
ABAB,ABB-035,1448.562,10.862,-18.845,13.3173,0.765,0.4862,2.056,GUF,0.0,,49.24144444444444,49.24144444444444
ABAB,ABB-035,1448.7144,10.63,-18.919,14.5246,0.783,0.4917,2.045,GUF,0.0,,50.58288888888889,50.58288888888889
ABAB,ABB-035,1448.8668,10.282,-19.28,15.7318,0.8,0.4701,2.06,GUF,0.0,,51.92422222222223,51.92422222222223
ABAB,ABB-035,1449.0192,10.098,-19.642,16.939,0.808,0.4463,2.1,GUF,0.0,,53.26555555555556,53.26555555555556
ABAB,ABB-035,1449.1716,9.957,-20.003,16.7452,0.816,0.4444,2.131,GUF,0.0,,53.050222222222224,53.050222222222224
ABAB,ABB-035,1449.324,10.056,-19.749,12.7034,0.829,0.4413,2.152,GUF,0.0,,48.559333333333335,48.559333333333335
ABAB,ABB-035,1449.4764,10.365,-19.494,12.4217,0.842,0.4358,2.148,GUF,0.0,,48.24633333333333,48.24633333333333
ABAB,ABB-035,1449.6288,10.813,-19.431,12.1399,0.856,0.4792,2.144,GUF,0.0,,47.93322222222223,47.93322222222223
ABAB,ABB-035,1449.7812,10.748,-19.368,12.4771,0.859,0.4936,2.114,GUF,0.0,,48.30788888888889,48.30788888888889
ABAB,ABB-035,1449.9336,10.684,-19.19,12.8143,0.861,0.4782,2.088,GUF,0.0,,48.68255555555555,48.68255555555555
ABAB,ABB-035,1450.086,10.545,-19.012,12.4335,0.864,0.4832,2.073,GUF,0.0,,48.25944444444445,48.25944444444445
ABAB,ABB-035,1450.2384,10.424,-18.851,12.0518,0.865,0.5451,2.058,GUF,0.0,,47.83533333333333,47.83533333333333
ABAB,ABB-035,1450.3908,10.303,-18.689,12.215,0.866,0.5588,2.046,GUF,0.0,,48.016666666666666,48.016666666666666
ABAB,ABB-035,1450.5432,10.831,-18.864,12.3402,0.881,0.5726,2.015,GUF,0.0,,48.15577777777778,48.15577777777778
ABAB,ABB-035,1450.6956,11.318,-19.038,12.4644,0.896,0.5799,1.971,GUF,0.0,,48.29377777777778,48.29377777777778
ABAB,ABB-035,1450.848,11.42,-19.165,13.7097,0.911,0.5873,1.942,GUF,0.0,,49.67744444444445,49.67744444444445
ABAB,ABB-035,1451.0004,10.628,-19.292,14.9549,0.932,0.5644,1.949,GUF,0.0,,51.061,51.061
ABAB,ABB-035,1451.1528,10.618,-20.029,11.9261,0.953,0.5327,1.956,GUF,0.0,,47.69566666666667,47.69566666666667
ABAB,ABB-035,1451.3052,10.274,-20.767,10.3023,0.975,0.5083,1.968,GUF,0.0,,45.891444444444446,45.891444444444446
ABAB,ABB-035,1451.4576,9.549,-21.56,8.6796,1.03,0.4606,1.991,GUF,0.0,,44.08844444444445,44.08844444444445
ABAB,ABB-035,1451.61,9.409,-21.379,3.6238,1.084,0.4279,2.078,GUF,0.0,,38.47088888888889,38.47088888888889
ABAB,ABB-035,1451.7624,9.268,-21.198,1.561,1.139,0.4226,2.112,GUF,0.0,,36.17888888888889,36.17888888888889
ABAB,ABB-035,1451.9148,9.122,-20.117,-0.5018,1.211,0.4172,2.108,GUF,0.0,,,
ABAB,ABB-035,1452.0672,9.041,-19.934,-0.2916,1.283,0.4194,2.103,GUF,0.0,,,
ABAB,ABB-035,1452.2196,9.018,-20.973,-2.2943,1.354,0.4298,2.082,GUF,0.0,,,
ABAB,ABB-035,1452.372,9.065,-22.013,-0.5471,1.383,0.4551,2.082,GUF,0.0,,,
ABAB,ABB-035,1452.5244,9.048,-23.616,1.2011,1.411,0.4615,2.079,GUF,0.0,,35.778999999999996,35.778999999999996
ABAB,ABB-035,1452.6768,9.031,-24.466,2.3183,1.413,0.4432,2.103,GUF,0.0,,37.02033333333333,37.02033333333333
ABAB,ABB-035,1452.8292,8.91,-25.316,3.4365,1.416,0.4188,2.11,GUF,0.0,,38.26277777777778,38.26277777777778
ABAB,ABB-035,1452.9816,8.801,-26.86,2.8488,1.411,0.4127,2.116,GUF,0.0,,37.60977777777778,37.60977777777778
ABAB,ABB-035,1453.134,8.647,-28.404,3.502,1.407,0.4066,2.132,GUF,0.0,,38.33555555555556,38.33555555555556
ABAB,ABB-035,1453.2864,8.492,-28.382,5.4982,1.358,0.4019,2.148,GUF,0.0,,40.553555555555555,40.553555555555555
ABAB,ABB-035,1453.4388,8.469,-28.138,7.4944,1.309,0.3972,2.139,GUF,0.0,,42.77155555555556,42.77155555555556
ABAB,ABB-035,1453.5912,8.447,-28.655,8.3156,1.271,0.3749,2.136,GUF,0.0,,43.684,43.684
ABAB,ABB-035,1453.7436,8.438,-30.177,9.1359,1.232,0.3676,2.134,GUF,0.0,,44.595444444444446,44.595444444444446
ABAB,ABB-035,1453.896,8.429,-31.481,7.7371,1.194,0.3724,2.127,GUF,0.0,,43.041222222222224,43.041222222222224
ABAB,ABB-035,1454.0484,8.436,-32.785,3.8023,1.203,0.3863,2.124,GUF,0.0,,38.669222222222224,38.669222222222224
ABAB,ABB-035,1454.2008,8.443,-33.588,-0.1335,1.227,0.4107,2.121,GUF,0.0,,,
ABAB,ABB-035,1454.3532,8.45,-34.004,-2.3442,1.252,0.4035,2.127,GUF,0.0,,,
ABAB,ABB-035,1454.5056,8.508,-33.938,-4.555,1.277,0.3962,2.147,GUF,0.0,,,
ABAB,ABB-035,1454.658,8.656,-33.361,-1.9358,1.28,0.3861,2.167,GUF,0.0,,,
ABAB,ABB-035,1454.8104,8.869,-32.404,2.4334,1.284,0.3934,2.187,GUF,0.0,,37.14822222222222,37.14822222222222
ABAB,ABB-035,1454.9628,9.66,-30.061,6.8016,1.287,0.4208,2.177,GUF,0.0,,42.001777777777775,42.001777777777775
ABAB,ABB-035,1455.1152,10.278,-27.718,10.5499,1.225,0.4482,2.104,GUF,0.0,,46.166555555555554,46.166555555555554
ABAB,ABB-035,1455.2676,10.357,-25.055,11.0581,1.163,0.4707,2.069,GUF,0.0,,46.73122222222222,46.73122222222222
ABAB,ABB-035,1455.42,10.193,-23.054,11.5653,1.119,0.4688,2.047,GUF,0.0,,47.29477777777778,47.29477777777778
ABAB,ABB-035,1455.5724,10.055,-22.092,11.1225,1.075,0.4749,2.075,GUF,0.0,,46.80277777777778,46.80277777777778
ABAB,ABB-035,1455.7248,10.329,-21.794,10.0287,1.038,0.485,2.104,GUF,0.0,,45.58744444444444,45.58744444444444
ABAB,ABB-035,1455.8772,10.643,-21.496,7.625,1.002,0.4933,2.09,GUF,0.0,,42.916666666666664,42.916666666666664
ABAB,ABB-035,1456.0296,10.958,-21.146,7.2332,0.984,0.5018,2.099,GUF,0.0,,42.48133333333333,42.48133333333333
ABAB,ABB-035,1456.182,10.872,-20.805,6.8414,0.966,0.4952,2.116,GUF,0.0,,42.046,42.046
ABAB,ABB-035,1456.3344,10.58,-20.463,8.5376,0.948,0.4885,2.13,GUF,0.0,,43.93066666666667,43.93066666666667
ABAB,ABB-035,1456.4868,10.325,-20.038,10.2339,0.944,0.4895,2.148,GUF,0.0,,45.815444444444445,45.815444444444445
ABAB,ABB-035,1456.6392,10.247,-19.612,11.6501,0.94,0.4906,2.154,GUF,0.0,,47.389,47.389
ABAB,ABB-035,1456.7916,10.225,-18.666,13.0653,0.935,0.4942,2.098,GUF,0.0,,48.961444444444446,48.961444444444446
ABAB,ABB-035,1456.944,10.576,-18.068,12.7155,0.911,0.4911,2.104,GUF,0.0,,48.57277777777778,48.57277777777778
ABAB,ABB-035,1457.0964,10.927,-17.471,12.5417,0.887,0.484,2.11,GUF,0.0,,48.379666666666665,48.379666666666665
ABAB,ABB-035,1457.2488,11.219,-17.364,12.368,0.862,0.4816,2.085,GUF,0.0,,48.18666666666667,48.18666666666667
ABAB,ABB-035,1457.4012,11.35,-17.522,13.0572,0.846,0.5073,2.075,GUF,0.0,,48.952444444444446,48.952444444444446
ABAB,ABB-035,1457.5536,11.33,-17.68,13.7464,0.829,0.5142,2.068,GUF,0.0,,49.718222222222224,49.718222222222224
ABAB,ABB-035,1457.706,11.369,-18.645,14.3726,0.813,0.5539,2.055,GUF,0.0,,50.414,50.414
ABAB,ABB-035,1457.8584,11.335,-19.548,14.9989,0.797,0.5526,2.038,GUF,0.0,,51.10988888888889,51.10988888888889
ABAB,ABB-035,1458.0108,12.094,-20.309,16.1851,0.714,0.5514,2.016,GUF,0.0,,52.42788888888889,52.42788888888889
ABAB,ABB-035,1458.1632,11.989,-19.737,17.3723,0.702,0.5587,2.006,GUF,0.0,,53.747,53.747
ABAB,ABB-035,1458.3156,11.661,-19.165,16.8725,0.689,0.5429,2.021,GUF,0.0,,53.19166666666666,53.19166666666666
ABAB,ABB-035,1458.468,11.33,-18.593,16.3737,0.677,0.5215,2.092,GUF,0.0,,52.63744444444444,52.63744444444444
ABAB,ABB-035,1458.6204,11.553,-18.295,14.517,0.664,0.5106,2.131,GUF,0.0,,50.574444444444445,50.574444444444445
ABAB,ABB-035,1458.7728,12.026,-17.997,15.0032,0.662,0.5282,2.131,GUF,0.0,,51.114666666666665,51.114666666666665
ABAB,ABB-035,1458.9252,12.082,-17.913,16.1344,0.661,0.5345,2.121,GUF,0.0,,52.37155555555556,52.37155555555556
ABAB,ABB-035,1459.0776,11.815,-18.428,17.2666,0.652,0.5407,2.105,GUF,0.0,,53.629555555555555,53.629555555555555
ABAB,ABB-035,1459.23,11.361,-18.943,17.3768,0.643,0.572,2.098,GUF,0.0,,53.752,53.752
ABAB,ABB-035,1459.3824,11.206,-19.447,17.4881,0.634,0.573,2.09,GUF,0.0,,53.87566666666667,53.87566666666667
ABAB,ABB-035,1459.5348,11.622,-19.116,16.4923,0.626,0.574,2.083,GUF,0.0,,52.769222222222226,52.769222222222226
ABAB,ABB-035,1459.6872,11.724,-18.688,14.7305,0.625,0.5583,2.097,GUF,0.0,,50.81166666666667,50.81166666666667
ABAB,ABB-035,1459.8396,11.545,-18.514,14.8387,0.619,0.531,2.11,GUF,0.0,,50.93188888888889,50.93188888888889
ABAB,ABB-035,1459.992,11.341,-18.34,14.947,0.614,0.4819,2.119,GUF,0.0,,51.05222222222222,51.05222222222222
ABAB,ABB-035,1460.1444,11.281,-18.654,15.2752,0.608,0.4879,2.158,GUF,0.0,,51.41688888888889,51.41688888888889
ABAB,ABB-035,1460.2968,11.075,-18.778,15.6034,0.641,0.4919,2.157,GUF,0.0,,51.781555555555556,51.781555555555556
ABAB,ABB-035,1460.4492,11.003,-18.901,15.9316,0.674,0.4983,2.179,GUF,0.0,,52.14622222222222,52.14622222222222
ABAB,ABB-035,1460.6016,11.177,-18.537,13.3828,0.681,0.4895,2.172,GUF,0.0,,49.31422222222222,49.31422222222222
ABAB,ABB-035,1460.754,11.414,-18.173,13.1741,0.688,0.4753,2.166,GUF,0.0,,49.08233333333333,49.08233333333333
ABAB,ABB-035,1460.9064,10.994,-17.808,12.9643,0.695,0.4567,2.178,GUF,0.0,,48.849222222222224,48.849222222222224
ABAB,ABB-035,1461.0588,10.637,-17.898,12.5855,0.732,0.4397,2.199,GUF,0.0,,48.428333333333335,48.428333333333335
ABAB,ABB-035,1461.2112,10.587,-18.459,11.3597,0.768,0.4271,2.195,GUF,0.0,,47.06633333333333,47.06633333333333
ABAB,ABB-035,1461.3636,10.535,-18.726,9.3879,0.773,0.4289,2.18,GUF,0.0,,44.87544444444445,44.87544444444445
ABAB,ABB-035,1461.516,10.381,-17.798,7.8662,0.778,0.4233,2.189,GUF,0.0,,43.184666666666665,43.184666666666665
ABAB,ABB-035,1461.6684,10.371,-16.774,12.5925,0.78,0.4317,2.198,GUF,0.0,,48.43611111111111,48.43611111111111
ABAB,ABB-035,1461.8208,10.259,-15.75,12.5925,0.799,0.4286,2.23,GUF,0.0,,48.43611111111111,48.43611111111111
ABAB,ABB-035,1461.9732,9.907,-15.943,12.5925,0.818,0.4162,2.26,GUF,0.0,,48.43611111111111,48.43611111111111
ABAB,ABB-035,1462.1256,9.672,-16.424,12.5925,0.837,0.4013,2.292,GUF,0.0,,48.43611111111111,48.43611111111111
ABAB,ABB-035,1462.278,9.564,-16.903,12.5925,0.902,0.3425,2.292,GUF,0.0,,48.43611111111111,48.43611111111111
ABAB,ABB-035,1462.4304,9.499,-17.381,12.5925,1.022,0.3329,2.272,GUF,0.0,,48.43611111111111,48.43611111111111
ABAB,ABB-035,1462.5828,9.434,-17.45,11.8697,1.141,0.3169,2.249,GUF,0.0,,47.633,47.633
ABAB,ABB-035,1462.7352,9.377,-17.066,10.4669,1.261,0.3081,2.223,GUF,0.0,,46.074333333333335,46.074333333333335
ABAB,ABB-035,1462.8876,9.32,-16.681,7.5862,1.381,0.3016,2.163,GUF,0.0,,42.873555555555555,42.873555555555555
ABAB,ABB-035,1463.04,9.273,-16.09,2.6594,1.553,0.3131,2.102,GUF,0.0,,37.39933333333333,37.39933333333333
ABAB,ABB-035,1463.1924,9.245,-14.185,-1.5814,1.643,0.3161,2.074,GUF,0.0,,,
ABAB,ABB-035,1463.3448,9.216,-14.315,-5.4252,1.79,0.3269,2.055,GUF,0.0,,,
ABAB,ABB-035,1463.4972,9.237,-15.439,-7.3159,1.918,0.3265,2.06,GUF,0.0,,,
ABAB,ABB-035,1463.6496,9.27,-16.056,-8.7057,2.045,0.3201,2.085,GUF,0.0,,,
ABAB,ABB-035,1463.802,9.303,-15.677,-8.4575,2.062,0.3085,2.086,GUF,0.0,,,
ABAB,ABB-035,1463.9544,9.34,-15.64,-7.6373,2.079,0.2852,2.087,GUF,0.0,,,
ABAB,ABB-035,1464.1068,9.364,-15.602,-5.7591,2.095,0.2754,2.096,GUF,0.0,,,
ABAB,ABB-035,1464.2592,9.388,-15.565,-4.3578,2.072,0.2852,2.116,GUF,0.0,,,
ABAB,ABB-035,1464.4116,9.359,-15.528,-3.8586,1.972,0.2966,2.142,GUF,0.0,,,
ABAB,ABB-035,1464.564,9.328,-15.491,-3.9524,1.83,0.2922,2.156,GUF,0.0,,,
ABAB,ABB-035,1464.7164,9.356,-15.454,-7.1532,1.677,0.2767,2.179,GUF,0.0,,,
ABAB,ABB-035,1464.8688,9.419,-14.925,-8.477,1.54,0.2565,2.22,GUF,0.0,,,
ABAB,ABB-035,1465.0212,9.481,-14.055,-7.8807,1.457,0.2367,2.23,GUF,0.0,,,
ABAB,ABB-035,1465.1736,9.57,-14.278,-5.6865,1.356,0.2406,2.226,GUF,0.0,,,
ABAB,ABB-035,1465.326,9.659,-14.502,1.1957,1.276,0.2648,2.22,GUF,0.0,,35.772999999999996,35.772999999999996
ABAB,ABB-035,1465.4784,9.73,-14.268,5.3179,1.238,0.2887,2.254,GUF,0.0,,40.35322222222222,40.35322222222222
ABAB,ABB-035,1465.6308,9.627,-13.965,6.1582,1.205,0.3202,2.261,GUF,0.0,,41.28688888888889,41.28688888888889
ABAB,ABB-035,1465.7832,9.584,-13.661,6.5664,1.183,0.343,2.248,GUF,0.0,,41.74044444444444,41.74044444444444
ABAB,ABB-035,1465.9356,9.542,-13.399,9.0536,1.175,0.3318,2.288,GUF,0.0,,44.504,44.504
ABAB,ABB-035,1466.088,9.548,-13.161,11.1458,1.179,0.3202,2.286,GUF,0.0,,46.82866666666666,46.82866666666666
ABAB,ABB-035,1466.2404,9.527,-12.923,13.599,1.261,0.3233,2.265,GUF,0.0,,49.55444444444444,49.55444444444444
ABAB,ABB-035,1466.3928,9.501,-13.447,17.3723,1.361,0.3208,2.254,GUF,0.0,,53.747,53.747
ABAB,ABB-035,1466.5452,9.443,-14.188,19.8275,1.483,0.3172,2.247,GUF,0.0,,56.475,56.475
ABAB,ABB-035,1466.6976,9.385,-15.535,22.8917,1.679,0.3135,2.237,GUF,0.0,,59.879666666666665,59.879666666666665
ABAB,ABB-035,1466.85,9.274,-16.724,27.2184,1.881,0.3098,2.215,GUF,0.0,,64.68711111111111,64.68711111111111
ABAB,ABB-035,1467.0024,9.167,-18.215,51.2817,2.129,0.3048,2.223,GUF,0.2364633333333333,,91.42411111111112,91.42411111111112
ABAB,ABB-035,1467.1548,9.068,-20.302,74.294,2.441,0.2882,2.256,GUF,0.4921555555555555,,116.99333333333334,116.99333333333334
ABAB,ABB-035,1467.3072,8.826,-23.059,101.5013,2.935,0.2754,2.298,BTL,,,147.22366666666667,147.22366666666667
ABAB,ABB-035,1467.4596,8.341,-27.533,102.7188,3.589,0.2119,2.339,BTL,,,148.57644444444446,148.57644444444446
ABAB,ABB-035,1467.612,8.267,-33.358,103.9359,4.33,0.185,2.412,BTL,,,149.92877777777778,149.92877777777778
ABAB,ABB-035,1467.7644,8.255,-45.463,42.8577,5.413,0.1745,2.429,BTL,,,82.06411111111112,82.06411111111112
ABAB,ABB-035,1467.9168,8.243,-58.359,9.5031,7.157,0.19,2.401,BTL,,,45.00344444444445,45.00344444444445
ABAB,ABB-035,1468.0692,8.232,-65.855,0.2614,9.066,0.1926,2.391,BTL,,,34.73488888888889,34.73488888888889
ABAB,ABB-035,1468.2216,8.243,-73.343,-6.3292,10.395,0.1928,2.373,BTL,,,,
ABAB,ABB-035,1468.374,8.239,-79.757,-10.4868,11.431,0.1951,2.354,BTL,,,,
ABAB,ABB-035,1468.5264,8.234,-83.041,-13.7565,12.1,0.2061,2.322,BTL,,,,
ABAB,ABB-035,1468.6788,8.23,-85.799,-14.2501,12.273,0.2175,2.282,BTL,,,,
ABAB,ABB-035,1468.8312,8.238,-88.712,-10.7557,12.131,0.2217,2.266,BTL,,,,
ABAB,ABB-035,1468.9836,8.246,-91.824,-6.9133,11.793,0.2283,2.234,BTL,,,,
ABAB,ABB-035,1469.136,8.254,-94.452,-3.7189,11.409,0.2361,2.201,BTL,,,,
ABAB,ABB-035,1469.2884,8.262,-96.778,0.6745,11.005,0.2438,2.163,BTL,,,35.19388888888889,35.19388888888889
ABAB,ABB-035,1469.4408,8.269,-98.481,8.2279,10.577,0.2533,2.125,BTL,,,43.586555555555556,43.586555555555556
ABAB,ABB-035,1469.5932,8.275,-100.766,11.5953,10.157,0.2639,2.107,BTL,,,47.32811111111111,47.32811111111111
ABAB,ABB-035,1469.7456,8.282,-102.366,7.0717,9.729,0.2771,2.139,BTL,,,42.30188888888889,42.30188888888889
ABAB,ABB-035,1469.898,8.279,-103.084,2.665,9.311,0.2888,2.157,BTL,,,37.40555555555556,37.40555555555556
ABAB,ABB-035,1470.0504,8.276,-103.605,-0.7346,8.945,0.2972,2.142,BTL,,,,
ABAB,ABB-035,1470.2028,8.274,-104.279,-2.5342,8.723,0.3058,2.115,BTL,,,,
ABAB,ABB-035,1470.3552,8.272,-105.245,1.4702,8.531,0.3031,2.098,BTL,,,36.078,36.078
ABAB,ABB-035,1470.5076,8.283,-105.93,3.5576,8.349,0.3152,2.075,BTL,,,38.397333333333336,38.397333333333336
ABAB,ABB-035,1470.66,8.293,-105.851,5.028,8.167,0.3273,2.083,BTL,,,40.03111111111111,40.03111111111111
ABAB,ABB-035,1470.8124,8.329,-105.662,5.3064,7.945,0.329,2.141,BTL,,,40.340444444444444,40.340444444444444
ABAB,ABB-035,1470.9648,8.366,-105.831,7.5468,7.689,0.2732,2.195,BTL,,,42.82977777777778,42.82977777777778
ABAB,ABB-035,1471.1172,8.402,-105.723,12.5892,7.395,0.2641,2.22,BTL,,,48.43244444444444,48.43244444444444
ABAB,ABB-035,1471.2696,8.453,-105.217,16.7276,7.077,0.262,2.234,BTL,,,53.03066666666667,53.03066666666667
ABAB,ABB-035,1471.422,8.507,-105.51,17.977,6.733,0.2534,2.222,BTL,,,54.41888888888889,54.41888888888889
ABAB,ABB-035,1471.5744,8.542,-106.297,17.4303,6.426,0.2606,2.234,BTL,,,53.81144444444445,53.81144444444445
ABAB,ABB-035,1471.7268,8.578,-106.481,19.5087,6.111,0.2637,2.21,BTL,,,56.120777777777775,56.120777777777775
ABAB,ABB-035,1471.8792,8.583,-106.565,16.9921,5.774,0.2685,2.206,BTL,,,53.324555555555555,53.324555555555555
ABAB,ABB-035,1472.0316,8.589,-106.665,16.6555,5.445,0.2687,2.201,BTL,,,52.95055555555555,52.95055555555555
ABAB,ABB-035,1472.184,8.595,-106.919,23.2429,5.185,0.2706,2.171,BTL,,,60.269888888888886,60.269888888888886
ABAB,ABB-035,1472.3364,8.585,-108.041,27.7263,4.966,0.2722,2.141,BTL,,,65.25144444444445,65.25144444444445
ABAB,ABB-035,1472.4888,8.575,-108.72,26.4117,4.764,0.2689,2.144,BTL,,,63.79077777777778,63.79077777777778
ABAB,ABB-035,1472.6412,8.564,-109.091,23.0901,4.665,0.2641,2.167,BTL,,,60.10011111111111,60.10011111111111
ABAB,ABB-035,1472.7936,8.554,-108.802,18.4315,4.624,0.2616,2.186,BTL,,,54.92388888888889,54.92388888888889
ABAB,ABB-035,1472.946,8.543,-109.105,16.1618,4.56,0.2657,2.199,BTL,,,52.402,52.402
ABAB,ABB-035,1473.0984,8.53,-109.572,14.0572,4.467,0.2749,2.188,BTL,,,50.06355555555555,50.06355555555555
ABAB,ABB-035,1473.2508,8.518,-110.128,14.0206,4.332,0.2782,2.179,BTL,,,50.022888888888886,50.022888888888886
ABAB,ABB-035,1473.4032,8.505,-110.38,12.826,4.187,0.2763,2.201,BTL,,,48.69555555555556,48.69555555555556
ABAB,ABB-035,1473.5556,8.5,-110.582,12.4454,4.035,0.2742,2.227,BTL,,,48.272666666666666,48.272666666666666
ABAB,ABB-035,1473.708,8.495,-110.846,13.5688,3.907,0.2771,2.215,BTL,,,49.52088888888889,49.52088888888889
ABAB,ABB-035,1473.8604,8.489,-111.01,13.3782,3.775,0.289,2.142,BTL,,,49.30911111111111,49.30911111111111
ABAB,ABB-035,1474.0128,8.469,-110.817,10.5456,3.604,0.3534,2.088,BTL,,,46.16177777777778,46.16177777777778
ABAB,ABB-035,1474.1652,8.429,-110.48,7.106,3.439,0.3622,2.052,BTL,,,42.34,42.34
ABAB,ABB-035,1474.3176,8.389,-110.427,13.5544,3.304,0.35,2.045,BTL,,,49.504888888888885,49.504888888888885
ABAB,ABB-035,1474.47,8.349,-110.375,19.0597,3.185,0.331,2.062,BTL,,,55.62188888888889,55.62188888888889
ABAB,ABB-035,1474.6224,8.337,-110.129,24.3371,3.107,0.3095,2.109,BTL,,,61.48566666666667,61.48566666666667
ABAB,ABB-035,1474.7748,8.324,-109.394,30.3145,3.031,0.2888,2.198,BTL,,,68.12722222222223,68.12722222222223
ABAB,ABB-035,1474.9272,8.327,-108.832,35.5679,2.959,0.2799,2.203,BTL,,,73.96433333333334,73.96433333333334
ABAB,ABB-035,1475.0796,8.33,-108.437,33.0193,2.888,0.2793,2.196,BTL,,,71.13255555555556,71.13255555555556
ABAB,ABB-035,1475.232,8.332,-108.269,29.8347,2.829,0.2882,2.191,BTL,,,67.59411111111112,67.59411111111112
ABAB,ABB-035,1475.3844,8.331,-108.118,27.2261,2.778,0.324,2.153,BTL,,,64.69566666666667,64.69566666666667
ABAB,ABB-035,1475.5368,8.33,-108.005,22.9625,2.734,0.3381,2.162,BTL,,,59.95833333333333,59.95833333333333
ABAB,ABB-035,1475.6892,8.327,-107.893,17.8489,2.689,0.3407,2.193,BTL,,,54.27655555555556,54.27655555555556
ABAB,ABB-035,1475.8416,8.324,-107.835,14.5193,2.608,0.3365,2.181,BTL,,,50.577,50.577
ABAB,ABB-035,1475.994,8.321,-108.412,15.8776,2.544,0.3363,2.173,BTL,,,52.08622222222222,52.08622222222222
ABAB,ABB-035,1476.1464,8.318,-109.085,19.845,2.495,0.3347,2.185,BTL,,,56.49444444444444,56.49444444444444
ABAB,ABB-035,1476.2988,8.314,-109.591,19.9464,2.45,0.3301,2.179,BTL,,,56.60711111111111,56.60711111111111
ABAB,ABB-035,1476.4512,8.316,-109.928,17.9788,2.405,0.3257,2.17,BTL,,,54.42088888888889,54.42088888888889
ABAB,ABB-035,1476.6036,8.318,-109.968,15.1602,2.36,0.3365,2.165,BTL,,,51.28911111111111,51.28911111111111
ABAB,ABB-035,1476.756,8.32,-109.824,12.6026,2.315,0.3266,2.176,BTL,,,48.44733333333333,48.44733333333333
ABAB,ABB-035,1476.9084,8.322,-109.8,13.7,2.251,0.322,2.186,BTL,,,49.666666666666664,49.666666666666664
ABAB,ABB-035,1477.0608,8.324,-109.945,14.4624,2.187,0.3026,2.194,BTL,,,50.513777777777776,50.513777777777776
ABAB,ABB-035,1477.2132,8.326,-110.126,11.3778,2.124,0.2904,2.211,BTL,,,47.086444444444446,47.086444444444446
ABAB,ABB-035,1477.3656,8.324,-110.437,7.5511,2.079,0.2779,2.21,BTL,,,42.83455555555555,42.83455555555555
ABAB,ABB-035,1477.518,8.323,-110.783,3.1955,2.013,0.2709,2.215,BTL,,,37.995,37.995
ABAB,ABB-035,1477.6704,8.321,-111.288,1.5139,1.936,0.2773,2.198,BTL,,,36.126555555555555,36.126555555555555
ABAB,ABB-035,1477.8228,8.307,-111.794,1.2013,1.859,0.3079,2.169,BTL,,,35.779222222222224,35.779222222222224
ABAB,ABB-035,1477.9752,8.293,-112.097,1.3927,1.79,0.323,2.132,BTL,,,35.99188888888889,35.99188888888889
ABAB,ABB-035,1478.1276,8.281,-112.234,0.8471,1.735,0.3376,2.086,BTL,,,35.385666666666665,35.385666666666665
ABAB,ABB-035,1478.28,8.27,-111.767,-1.0015,1.731,0.3661,2.055,BTL,,,,
ABAB,ABB-035,1478.4324,8.266,-111.344,-2.7451,1.727,0.371,2.086,BTL,,,,
ABAB,ABB-035,1478.5848,8.262,-111.633,-3.1207,1.722,0.3556,2.122,BTL,,,,
ABAB,ABB-035,1478.7372,8.259,-111.922,-1.5684,1.718,0.3461,2.135,BTL,,,,
ABAB,ABB-035,1478.8896,8.252,-111.527,-3.303,1.714,0.3365,2.151,BTL,,,,
ABAB,ABB-035,1479.042,8.245,-111.022,-3.7496,1.708,0.3134,2.206,BTL,,,,
ABAB,ABB-035,1479.1944,8.242,-110.77,-1.8602,1.693,0.3023,2.23,BTL,,,,
ABAB,ABB-035,1479.3468,8.239,-110.995,2.0502,1.67,0.3142,2.21,BTL,,,36.72244444444444,36.72244444444444
ABAB,ABB-035,1479.4992,8.237,-111.199,5.1926,1.619,0.3304,2.195,BTL,,,40.214,40.214
ABAB,ABB-035,1479.6516,8.234,-111.458,8.283,1.57,0.3323,2.185,BTL,,,43.647777777777776,43.647777777777776
ABAB,ABB-035,1479.804,8.237,-111.815,9.5394,1.523,0.3278,2.216,BTL,,,45.04377777777778,45.04377777777778
ABAB,ABB-035,1479.9564,8.24,-112.172,7.4788,1.484,0.3269,2.243,BTL,,,42.754222222222225,42.754222222222225
ABAB,ABB-035,1480.1088,8.243,-112.445,5.6212,1.459,0.3456,2.24,BTL,,,40.690222222222225,40.690222222222225
ABAB,ABB-035,1480.2612,8.246,-112.683,7.2506,1.433,0.3689,2.183,BTL,,,42.50066666666667,42.50066666666667
ABAB,ABB-035,1480.4136,8.249,-112.909,10.3799,1.408,0.3852,2.104,BTL,,,45.977666666666664,45.977666666666664
ABAB,ABB-035,1480.566,8.254,-112.706,10.7133,1.382,0.3771,2.102,BTL,,,46.34811111111111,46.34811111111111
ABAB,ABB-035,1480.7184,8.259,-112.433,11.4897,1.355,0.3695,2.111,BTL,,,47.21077777777778,47.21077777777778
