STRUKTUR,WELL_NAME,DEPTH,CALI,SP,GR,RT,NPHI,RHOB,MARKER,VSH_GR,GR_RAW,GR_NORM,GR_RAW_NORM
ABAB,ABB-035,1592.4276,11.776,-18.003,11.8734,4.4,0.175,2.554,Upper_BTS,,,47.63711111111111,47.63711111111111
ABAB,ABB-035,1592.58,11.814,-18.112,7.4318,4.501,0.1721,2.553,Upper_BTS,,,42.702,42.702
ABAB,ABB-035,1592.7324,11.744,-18.296,2.4252,4.574,0.1697,2.543,Upper_BTS,,,37.13911111111111,37.13911111111111
ABAB,ABB-035,1592.8848,11.598,-20.063,-2.1065,4.587,0.1659,2.553,Upper_BTS,,,,
ABAB,ABB-035,1593.0372,11.444,-22.082,-5.9371,4.601,0.1616,2.54,Upper_BTS,,,,
ABAB,ABB-035,1593.1896,11.348,-25.114,-8.4407,4.614,0.1576,2.534,Upper_BTS,,,,
ABAB,ABB-035,1593.342,11.293,-27.709,-9.3543,4.628,0.1581,2.524,Upper_BTS,,,,
ABAB,ABB-035,1593.4944,11.237,-30.333,-11.1169,4.646,0.1623,2.515,Upper_BTS,,,,
ABAB,ABB-035,1593.6468,11.204,-31.99,-11.1995,4.699,0.167,2.511,Upper_BTS,,,,
ABAB,ABB-035,1593.7992,11.17,-33.797,-8.6851,4.752,0.1665,2.507,Upper_BTS,,,,
ABAB,ABB-035,1593.9516,11.137,-35.82,-9.5427,4.803,0.1628,2.523,Upper_BTS,,,,
ABAB,ABB-035,1594.104,11.114,-37.668,-13.7464,4.85,0.1592,2.552,Upper_BTS,,,,
ABAB,ABB-035,1594.2564,11.091,-39.353,-16.2,4.898,0.1559,2.563,Upper_BTS,,,,
ABAB,ABB-035,1594.4088,11.069,-40.789,-15.5086,4.932,0.1523,2.561,Upper_BTS,,,,
ABAB,ABB-035,1594.5612,11.048,-42.078,-11.4292,4.93,0.1491,2.551,Upper_BTS,,,,
ABAB,ABB-035,1594.7136,11.03,-41.194,-7.4108,4.87,0.1496,2.541,Upper_BTS,,,,
ABAB,ABB-035,1594.866,11.013,-39.546,-4.0484,4.665,0.1467,2.536,Upper_BTS,,,,
ABAB,ABB-035,1595.0184,10.996,-37.34,-1.806,4.311,0.1465,2.541,Upper_BTS,,,,
ABAB,ABB-035,1595.1708,11.002,-33.242,0.7054,3.923,0.1463,2.533,Upper_BTS,,,35.22822222222222,35.22822222222222
ABAB,ABB-035,1595.3232,11.009,-29.763,5.6198,3.564,0.155,2.531,Upper_BTS,,,40.68866666666666,40.68866666666666
ABAB,ABB-035,1595.4756,11.015,-26.58,11.2362,3.241,0.1639,2.534,Upper_BTS,,,46.92911111111111,46.92911111111111
ABAB,ABB-035,1595.628,11.125,-23.724,17.5985,2.965,0.1758,2.545,Upper_BTS,,,53.998333333333335,53.998333333333335
ABAB,ABB-035,1595.7804,11.236,-21.079,25.6449,2.712,0.2058,2.54,Upper_BTS,,,62.93877777777778,62.93877777777778
ABAB,ABB-035,1595.9328,11.414,-19.121,31.6553,2.526,0.2419,2.522,Upper_BTS,,,69.617,69.617
ABAB,ABB-035,1596.0852,11.54,-17.704,35.6596,2.352,0.2532,2.495,Upper_BTS,,,74.06622222222222,74.06622222222222
ABAB,ABB-035,1596.2376,11.314,-17.673,29.9711,2.228,0.2513,2.466,Upper_BTS,,,67.74566666666666,67.74566666666666
ABAB,ABB-035,1596.39,11.111,-17.403,27.9715,2.126,0.2347,2.449,Upper_BTS,,,65.52388888888889,65.52388888888889
ABAB,ABB-035,1596.5424,11.106,-17.134,24.6649,2.139,0.2394,2.463,Upper_BTS,,,61.849888888888884,61.849888888888884
ABAB,ABB-035,1596.6948,11.101,-17.048,22.0953,2.152,0.2405,2.467,Upper_BTS,,,58.994777777777784,58.994777777777784
ABAB,ABB-035,1596.8472,11.08,-17.079,20.6367,2.287,0.2365,2.447,Upper_BTS,,,57.37411111111111,57.37411111111111
ABAB,ABB-035,1596.9996,11.059,-17.368,15.1851,2.459,0.2266,2.428,Upper_BTS,,,51.31677777777778,51.31677777777778
ABAB,ABB-035,1597.152,10.807,-17.658,6.1394,2.728,0.1841,2.505,Upper_BTS,,,41.266,41.266
ABAB,ABB-035,1597.3044,10.629,-17.12,0.7828,3.017,0.1543,2.538,Upper_BTS,,,35.31422222222222,35.31422222222222
ABAB,ABB-035,1597.4568,10.54,-16.498,-3.8868,3.401,0.1295,2.581,Upper_BTS,,,,
ABAB,ABB-035,1597.6092,10.478,-16.217,-8.9434,3.909,0.11,2.585,Upper_BTS,,,,
ABAB,ABB-035,1597.7616,10.415,-16.286,-11.623,4.497,0.0911,2.599,Upper_BTS,,,,
ABAB,ABB-035,1597.914,10.375,-17.098,-10.5306,5.056,0.0873,2.599,Upper_BTS,,,,
ABAB,ABB-035,1598.0664,10.334,-17.941,-9.6672,5.423,0.0911,2.589,Upper_BTS,,,,
ABAB,ABB-035,1598.2188,10.293,-18.316,-7.5968,5.578,0.0968,2.583,Upper_BTS,,,,
ABAB,ABB-035,1598.3712,10.276,-18.614,-4.1894,5.493,0.103,2.583,Upper_BTS,,,,
ABAB,ABB-035,1598.5236,10.259,-17.94,-5.398,5.291,0.1067,2.576,Upper_BTS,,,,
ABAB,ABB-035,1598.676,10.242,-17.265,-7.5697,4.91,0.107,2.569,Upper_BTS,,,,
ABAB,ABB-035,1598.8284,10.251,-17.157,-8.7283,4.421,0.11,2.573,Upper_BTS,,,,
ABAB,ABB-035,1598.9808,10.261,-17.048,-6.8279,3.894,0.119,2.572,Upper_BTS,,,,
ABAB,ABB-035,1599.1332,10.283,-16.87,-3.8115,3.286,0.1322,2.555,Upper_BTS,,,,
ABAB,ABB-035,1599.2856,10.317,-16.645,0.1039,2.733,0.1471,2.534,Upper_BTS,,,34.55988888888889,34.55988888888889
ABAB,ABB-035,1599.438,10.377,-16.42,1.9883,2.304,0.1608,2.496,Upper_BTS,,,36.653666666666666,36.653666666666666
ABAB,ABB-035,1599.5904,10.439,-16.416,5.2937,1.977,0.1813,2.436,Upper_BTS,,,40.32633333333333,40.32633333333333
ABAB,ABB-035,1599.7428,10.685,-16.411,8.9071,1.76,0.2334,2.376,Upper_BTS,,,44.34122222222222,44.34122222222222
ABAB,ABB-035,1599.8952,10.758,-16.474,10.2905,1.701,0.269,2.351,Upper_BTS,,,45.87833333333333,45.87833333333333
ABAB,ABB-035,1600.0476,11.256,-16.619,8.3138,1.651,0.2855,2.283,Upper_BTS,,,43.682,43.682
ABAB,ABB-035,1600.2,10.965,-16.825,5.4132,1.721,0.2331,2.287,Upper_BTS,,,40.45911111111111,40.45911111111111
ABAB,ABB-035,1600.3524,10.45,-17.229,1.5526,1.799,0.2227,2.389,Upper_BTS,,,36.169555555555554,36.169555555555554
ABAB,ABB-035,1600.5048,10.283,-18.148,1.342,2.048,0.1743,2.522,Upper_BTS,,,35.93555555555555,35.93555555555555
ABAB,ABB-035,1600.6572,10.258,-19.329,-0.3116,2.319,0.172,2.531,Upper_BTS,,,,
ABAB,ABB-035,1600.8096,10.245,-20.901,-3.8292,2.722,0.169,2.531,Upper_BTS,,,,
ABAB,ABB-035,1600.962,10.249,-22.38,-5.5567,3.081,0.1633,2.537,Upper_BTS,,,,
ABAB,ABB-035,1601.1144,10.252,-23.56,0.9116,3.383,0.1562,2.543,Upper_BTS,,,35.45733333333333,35.45733333333333
ABAB,ABB-035,1601.2668,10.255,-24.11,9.062,3.537,0.1495,2.548,Upper_BTS,,,44.513333333333335,44.513333333333335
ABAB,ABB-035,1601.4192,10.271,-23.266,15.6714,3.427,0.1521,2.552,Upper_BTS,,,51.85711111111111,51.85711111111111
ABAB,ABB-035,1601.5716,10.287,-22.0,17.7117,3.205,0.1793,2.502,Upper_BTS,,,54.12411111111111,54.12411111111111
ABAB,ABB-035,1601.724,10.307,-20.158,17.7011,2.903,0.2066,2.457,Upper_BTS,,,54.11233333333333,54.11233333333333
ABAB,ABB-035,1601.8764,10.321,-18.659,18.2195,2.574,0.2338,2.428,Upper_BTS,,,54.68833333333333,54.68833333333333
ABAB,ABB-035,1602.0288,10.368,-18.172,15.521,2.277,0.2832,2.39,Upper_BTS,,,51.69,51.69
ABAB,ABB-035,1602.1812,11.159,-17.685,23.6944,2.026,0.3325,2.358,Upper_BTS,,,60.77155555555556,60.77155555555556
ABAB,ABB-035,1602.3336,12.283,-18.265,37.7837,1.845,0.3818,2.3,Upper_BTS,,,76.42633333333333,76.42633333333333
ABAB,ABB-035,1602.486,12.757,-18.94,50.524,1.705,0.4312,2.232,Upper_BTS,,,90.58222222222223,90.58222222222223
ABAB,ABB-035,1602.6384,12.952,-18.949,56.1834,1.677,0.4572,2.169,Upper_BTS,,,96.87044444444444,96.87044444444444
ABAB,ABB-035,1602.7908,13.023,-18.959,51.3709,1.648,0.3842,2.134,Upper_BTS,,,91.52322222222222,91.52322222222222
ABAB,ABB-035,1602.9432,12.796,-18.839,44.8163,1.725,0.3113,2.165,Upper_BTS,,,84.24033333333333,84.24033333333333
ABAB,ABB-035,1603.0956,12.438,-18.683,37.0076,1.866,0.2384,2.265,Upper_BTS,,,75.564,75.564
ABAB,ABB-035,1603.248,10.846,-18.518,26.165,2.425,0.1655,2.451,Upper_BTS,,,63.516666666666666,63.516666666666666
ABAB,ABB-035,1603.4004,10.253,-18.349,13.9305,2.959,0.1341,2.534,Upper_BTS,,,49.92277777777778,49.92277777777778
ABAB,ABB-035,1603.5528,10.097,-17.814,8.7758,3.854,0.1238,2.518,Upper_BTS,,,44.19533333333334,44.19533333333334
ABAB,ABB-035,1603.7052,10.04,-17.733,5.0482,5.05,0.1387,2.479,Upper_BTS,,,40.053555555555555,40.053555555555555
ABAB,ABB-035,1603.8576,9.984,-19.134,-1.6414,5.984,0.1675,2.463,Upper_BTS,,,,
ABAB,ABB-035,1604.01,10.651,-20.396,-6.595,6.339,0.1765,2.436,Upper_BTS,,,,
ABAB,ABB-035,1604.1624,11.243,-21.155,-6.7625,6.151,0.176,2.317,Upper_BTS,,,,
ABAB,ABB-035,1604.3148,11.177,-21.914,1.1308,5.597,0.1605,2.33,Upper_BTS,,,35.70088888888889,35.70088888888889
ABAB,ABB-035,1604.4672,11.111,-22.809,11.0602,5.101,0.1451,2.445,Upper_BTS,,,46.733555555555554,46.733555555555554
ABAB,ABB-035,1604.6196,10.807,-23.762,21.9175,4.626,0.1426,2.469,Upper_BTS,,,58.797222222222224,58.797222222222224
ABAB,ABB-035,1604.772,10.33,-24.729,32.6478,4.152,0.1583,2.446,Upper_BTS,,,70.71977777777778,70.71977777777778
ABAB,ABB-035,1604.9244,10.258,-26.285,33.5912,3.648,0.1741,2.431,Upper_BTS,,,71.768,71.768
ABAB,ABB-035,1605.0768,10.237,-27.84,28.7917,3.319,0.1736,2.424,Upper_BTS,,,66.43522222222222,66.43522222222222
ABAB,ABB-035,1605.2292,10.216,-32.522,23.3721,3.125,0.168,2.433,Upper_BTS,,,60.413444444444444,60.413444444444444
ABAB,ABB-035,1605.3816,10.231,-38.01,20.4096,2.943,0.1628,2.445,Upper_BTS,,,57.12177777777778,57.12177777777778
ABAB,ABB-035,1605.534,10.247,-41.353,24.8639,2.831,0.2054,2.426,Upper_BTS,,,62.071,62.071
ABAB,ABB-035,1605.6864,10.271,-43.288,31.9973,2.737,0.2275,2.39,Upper_BTS,,,69.997,69.997
ABAB,ABB-035,1605.8388,10.295,-44.602,35.3107,2.654,0.2393,2.355,Upper_BTS,,,73.67855555555556,73.67855555555556
ABAB,ABB-035,1605.9912,10.318,-45.327,37.976,2.571,0.255,2.336,Upper_BTS,,,76.64,76.64
ABAB,ABB-035,1606.1436,10.415,-45.565,43.1255,2.444,0.2692,2.35,Upper_BTS,,,82.36166666666668,82.36166666666668
ABAB,ABB-035,1606.296,10.89,-42.805,55.6708,2.315,0.2904,2.379,Upper_BTS,,,96.30088888888889,96.30088888888889
ABAB,ABB-035,1606.4484,11.461,-39.568,67.3881,2.24,0.3625,2.406,Upper_BTS,,,109.3201111111111,109.3201111111111
ABAB,ABB-035,1606.6008,12.057,-35.173,74.2356,2.184,0.398,2.35,Upper_BTS,,,116.92844444444445,116.92844444444445
ABAB,ABB-035,1606.7532,12.241,-29.937,77.743,2.128,0.4165,2.295,Upper_BTS,,,120.82555555555555,120.82555555555555
ABAB,ABB-035,1606.9056,12.058,-25.885,77.8404,2.114,0.391,2.306,Upper_BTS,,,120.93377777777778,120.93377777777778
ABAB,ABB-035,1607.058,11.661,-23.97,73.8778,2.103,0.3734,2.322,Upper_BTS,,,116.53088888888888,116.53088888888888
ABAB,ABB-035,1607.2104,11.338,-22.573,72.7752,2.093,0.3618,2.323,Upper_BTS,,,115.30577777777778,115.30577777777778
ABAB,ABB-035,1607.3628,11.28,-21.393,75.1026,2.092,0.3433,2.328,Upper_BTS,,,117.89177777777778,117.89177777777778
ABAB,ABB-035,1607.5152,11.221,-20.605,77.3099,2.139,0.3187,2.38,Upper_BTS,,,120.34433333333334,120.34433333333334
ABAB,ABB-035,1607.6676,11.316,-20.128,76.1873,2.21,0.3158,2.404,Upper_BTS,,,119.097,119.097
ABAB,ABB-035,1607.82,11.394,-19.652,74.0547,2.28,0.3139,2.395,Upper_BTS,,,116.72744444444444,116.72744444444444
ABAB,ABB-035,1607.9724,11.321,-19.624,74.422,2.363,0.3056,2.381,Upper_BTS,,,117.13555555555556,117.13555555555556
ABAB,ABB-035,1608.1248,11.304,-19.596,68.9295,2.456,0.2841,2.387,Upper_BTS,,,111.03277777777778,111.03277777777778
ABAB,ABB-035,1608.2772,11.332,-19.442,62.7869,2.602,0.2759,2.416,Upper_BTS,,,104.20766666666667,104.20766666666667
ABAB,ABB-035,1608.4296,11.352,-19.301,54.5843,2.803,0.2663,2.431,Upper_BTS,,,95.09366666666668,95.09366666666668
ABAB,ABB-035,1608.582,11.314,-19.526,46.5177,3.005,0.2362,2.418,Upper_BTS,,,86.13077777777778,86.13077777777778
ABAB,ABB-035,1608.7344,11.284,-20.901,36.0691,3.206,0.2173,2.445,Upper_BTS,,,74.52122222222222,74.52122222222222
ABAB,ABB-035,1608.8868,11.254,-22.521,25.5875,3.385,0.1974,2.487,BTS,,,62.875,62.875
ABAB,ABB-035,1609.0392,11.273,-24.546,24.7229,3.559,0.1785,2.497,BTS,,,61.91433333333333,61.91433333333333
ABAB,ABB-035,1609.1916,11.292,-26.605,31.1022,3.722,0.1835,2.482,BTS,,,69.00244444444445,69.00244444444445
ABAB,ABB-035,1609.344,11.312,-28.022,34.2026,3.873,0.1938,2.462,BTS,,,72.44733333333333,72.44733333333333
ABAB,ABB-035,1609.4964,11.333,-29.174,35.391,3.876,0.2067,2.444,BTS,,,73.76777777777778,73.76777777777778
ABAB,ABB-035,1609.6488,11.335,-30.046,36.9694,3.79,0.2067,2.435,BTS,,,75.52155555555555,75.52155555555555
ABAB,ABB-035,1609.8012,11.327,-29.31,39.0798,3.704,0.2067,2.431,BTS,,,77.86644444444445,77.86644444444445
ABAB,ABB-035,1609.9536,11.319,-29.255,39.9872,3.635,0.2037,2.415,BTS,,,78.87466666666667,78.87466666666667
ABAB,ABB-035,1610.106,11.311,-30.47,37.1856,3.604,0.2023,2.397,BTS,,,75.76177777777778,75.76177777777778
ABAB,ABB-035,1610.2584,11.29,-31.527,35.1389,3.586,0.2108,2.382,BTS,,,73.48766666666667,73.48766666666667
ABAB,ABB-035,1610.4108,11.269,-31.93,35.6884,3.6,0.2087,2.385,BTS,,,74.09822222222223,74.09822222222223
ABAB,ABB-035,1610.5632,11.264,-32.334,45.0256,3.619,0.2067,2.407,BTS,,,84.47288888888889,84.47288888888889
ABAB,ABB-035,1610.7156,11.259,-32.07,47.177,3.69,0.2053,2.426,BTS,,,86.86333333333334,86.86333333333334
ABAB,ABB-035,1610.868,11.253,-30.442,43.6825,3.761,0.2044,2.433,BTS,,,82.98055555555555,82.98055555555555
ABAB,ABB-035,1611.0204,11.248,-29.025,40.8539,3.782,0.2029,2.422,BTS,,,79.83766666666668,79.83766666666668
ABAB,ABB-035,1611.1728,11.243,-28.351,39.2283,3.803,0.2006,2.419,BTS,,,78.03144444444445,78.03144444444445
ABAB,ABB-035,1611.3252,11.238,-27.816,41.3787,3.804,0.1975,2.419,BTS,,,80.42077777777777,80.42077777777777
ABAB,ABB-035,1611.4776,11.234,-27.661,41.7581,3.821,0.1956,2.428,BTS,,,80.84233333333333,80.84233333333333
ABAB,ABB-035,1611.63,11.229,-27.632,42.1385,3.832,0.1987,2.424,BTS,,,81.265,81.265
ABAB,ABB-035,1611.7824,11.234,-27.857,43.2409,3.809,0.2064,2.42,BTS,,,82.48988888888888,82.48988888888888
ABAB,ABB-035,1611.9348,11.239,-28.082,44.4242,3.787,0.2116,2.415,BTS,,,83.80466666666666,83.80466666666666
ABAB,ABB-035,1612.0872,11.244,-27.787,46.0266,3.737,0.2172,2.42,BTS,,,85.58511111111112,85.58511111111112
ABAB,ABB-035,1612.2396,11.25,-26.978,47.783,3.629,0.2235,2.418,BTS,,,87.53666666666666,87.53666666666666
ABAB,ABB-035,1612.392,11.265,-26.092,45.9624,3.522,0.2335,2.414,BTS,,,85.51377777777779,85.51377777777779
ABAB,ABB-035,1612.5444,11.28,-24.743,42.2908,3.464,0.2431,2.41,BTS,,,81.43422222222222,81.43422222222222
ABAB,ABB-035,1612.6968,11.285,-24.773,40.2712,3.408,0.2413,2.404,BTS,,,79.19022222222222,79.19022222222222
ABAB,ABB-035,1612.8492,11.29,-25.324,40.7166,3.355,0.2462,2.397,BTS,,,79.68511111111111,79.68511111111111
ABAB,ABB-035,1613.0016,11.248,-25.551,44.333,3.322,0.2478,2.389,BTS,,,83.70333333333333,83.70333333333333
ABAB,ABB-035,1613.154,11.217,-25.412,48.4114,3.288,0.2496,2.375,BTS,,,88.23488888888889,88.23488888888889
ABAB,ABB-035,1613.3064,11.098,-25.007,47.8848,3.259,0.266,2.381,BTS,,,87.64977777777779,87.64977777777779
ABAB,ABB-035,1613.4588,11.109,-24.468,46.2051,3.243,0.2584,2.388,BTS,,,85.78344444444446,85.78344444444446
ABAB,ABB-035,1613.6112,11.119,-23.928,46.7845,3.246,0.2473,2.397,BTS,,,86.42722222222223,86.42722222222223
ABAB,ABB-035,1613.7636,11.123,-23.953,49.2539,3.277,0.2404,2.419,BTS,,,89.171,89.171
ABAB,ABB-035,1613.916,11.123,-24.29,52.2703,3.322,0.2336,2.438,BTS,,,92.52255555555556,92.52255555555556
ABAB,ABB-035,1614.0684,11.116,-24.066,50.8777,3.389,0.2272,2.459,BTS,,,90.97522222222221,90.97522222222221
ABAB,ABB-035,1614.2208,11.105,-23.662,46.8961,3.454,0.2145,2.476,BTS,,,86.55122222222222,86.55122222222222
ABAB,ABB-035,1614.3732,11.085,-23.709,42.5675,3.429,0.2021,2.479,BTS,,,81.74166666666667,81.74166666666667
ABAB,ABB-035,1614.5256,11.065,-24.445,38.598,3.404,0.1969,2.481,BTS,,,77.33111111111111,77.33111111111111
ABAB,ABB-035,1614.678,11.03,-25.268,42.4802,3.374,0.1946,2.487,BTS,,,81.64466666666667,81.64466666666667
ABAB,ABB-035,1614.8304,10.994,-25.76,48.3446,3.324,0.2035,2.494,BTS,,,88.16066666666667,88.16066666666667
ABAB,ABB-035,1614.9828,10.941,-25.963,55.072,3.278,0.2191,2.488,BTS,,,95.63555555555556,95.63555555555556
ABAB,ABB-035,1615.1352,10.878,-24.578,57.6194,3.237,0.2254,2.477,BTS,,,98.46600000000001,98.46600000000001
ABAB,ABB-035,1615.2876,10.819,-23.177,60.1467,3.199,0.2294,2.458,BTS,,,101.27411111111113,101.27411111111113
ABAB,ABB-035,1615.44,10.768,-21.187,54.4142,3.181,0.2333,2.455,BTS,,,94.90466666666667,94.90466666666667
ABAB,ABB-035,1615.5924,10.717,-20.088,48.0936,3.163,0.2367,2.448,BTS,,,87.88177777777778,87.88177777777778
ABAB,ABB-035,1615.7448,10.638,-20.589,41.106,3.144,0.2273,2.457,BTS,,,80.11777777777777,80.11777777777777
ABAB,ABB-035,1615.8972,10.506,-22.165,32.8655,3.148,0.1974,2.465,BTS,,,70.96166666666667,70.96166666666667
ABAB,ABB-035,1616.0496,10.382,-24.191,34.4938,3.163,0.179,2.455,BTS,,,72.77088888888889,72.77088888888889
ABAB,ABB-035,1616.202,10.314,-24.806,37.1442,3.165,0.1819,2.439,BTS,,,75.71577777777777,75.71577777777777
ABAB,ABB-035,1616.3544,10.246,-25.282,40.3835,3.167,0.1902,2.433,BTS,,,79.315,79.315
ABAB,ABB-035,1616.5068,10.199,-25.258,44.8529,3.17,0.1971,2.432,BTS,,,84.281,84.281
ABAB,ABB-035,1616.6592,10.143,-23.604,50.7053,3.115,0.2039,2.441,BTS,,,90.78366666666668,90.78366666666668
ABAB,ABB-035,1616.8116,10.064,-22.311,54.1507,3.034,0.2103,2.464,BTS,,,94.6118888888889,94.6118888888889
ABAB,ABB-035,1616.964,9.943,-21.376,57.2681,2.991,0.2251,2.48,BTS,,,98.07566666666666,98.07566666666666
ABAB,ABB-035,1617.1164,9.856,-21.012,59.1554,2.948,0.2294,2.466,BTS,,,100.17266666666667,100.17266666666667
ABAB,ABB-035,1617.2688,9.835,-21.323,54.6729,2.937,0.2336,2.47,BTS,,,95.1921111111111,95.1921111111111
ABAB,ABB-035,1617.4212,9.783,-21.415,50.1923,2.925,0.2484,2.475,BTS,,,90.21366666666668,90.21366666666668
ABAB,ABB-035,1617.5736,9.679,-21.506,44.1677,2.908,0.2524,2.441,BTS,,,83.51966666666667,83.51966666666667
ABAB,ABB-035,1617.726,9.41,-22.38,41.373,2.862,0.2322,2.412,BTS,,,80.41444444444444,80.41444444444444
ABAB,ABB-035,1617.8784,9.282,-23.824,39.2904,2.821,0.2223,2.425,BTS,,,78.10044444444443,78.10044444444443
ABAB,ABB-035,1618.0308,9.203,-25.424,35.4468,2.724,0.2168,2.446,BTS,,,73.82977777777779,73.82977777777779
ABAB,ABB-035,1618.1832,9.123,-27.952,28.7082,2.66,0.2129,2.452,BTS,,,66.34244444444445,66.34244444444445
ABAB,ABB-035,1618.3356,9.045,-32.412,24.3957,2.631,0.1993,2.405,BTS,,,61.55077777777778,61.55077777777778
ABAB,ABB-035,1618.488,8.941,-38.614,26.2681,2.603,0.1867,2.422,BTS,,,63.63122222222222,63.63122222222222
ABAB,ABB-035,1618.6404,8.847,-47.07,33.4735,2.601,0.1875,2.428,BTS,,,71.63722222222222,71.63722222222222
ABAB,ABB-035,1618.7928,8.933,-52.9529,46.1498,2.599,0.1937,2.435,BTS,,,85.72200000000001,85.72200000000001
ABAB,ABB-035,1618.9452,9.021,-47.7059,58.9841,2.635,0.2053,2.448,BTS,,,99.98233333333334,99.98233333333334
ABAB,ABB-035,1619.0976,9.056,-37.4,61.6915,2.736,0.2145,2.464,BTS,,,102.99055555555556,102.99055555555556
ABAB,ABB-035,1619.25,9.091,-30.206,57.0489,2.837,0.2121,2.448,BTS,,,97.83211111111112,97.83211111111112
ABAB,ABB-035,1619.4024,9.125,-25.933,53.3063,2.924,0.2046,2.437,BTS,,,93.67366666666666,93.67366666666666
ABAB,ABB-035,1619.5548,9.131,-24.135,49.6157,3.003,0.193,2.438,BTS,,,89.57300000000001,89.57300000000001
ABAB,ABB-035,1619.7072,9.137,-23.998,49.0841,3.093,0.1836,2.445,BTS,,,88.98233333333334,88.98233333333334
ABAB,ABB-035,1619.8596,9.143,-24.953,52.9185,3.146,0.1787,2.441,BTS,,,93.24277777777777,93.24277777777777
ABAB,ABB-035,1620.012,9.146,-25.459,54.9759,3.193,0.1808,2.437,BTS,,,95.52877777777778,95.52877777777778
ABAB,ABB-035,1620.1644,9.149,-25.434,54.1633,3.182,0.1829,2.437,BTS,,,94.62588888888888,94.62588888888888
ABAB,ABB-035,1620.3168,9.151,-25.097,57.1407,3.128,0.185,2.443,BTS,,,97.93411111111112,97.93411111111112
ABAB,ABB-035,1620.4692,9.155,-24.509,62.0881,3.045,0.1916,2.448,BTS,,,103.43122222222223,103.43122222222223
ABAB,ABB-035,1620.6216,9.158,-23.835,64.2155,2.951,0.1964,2.451,BTS,,,105.79500000000002,105.79500000000002
ABAB,ABB-035,1620.774,9.162,-22.463,65.5329,2.855,0.2067,2.467,BTS,,,107.25877777777778,107.25877777777778
ABAB,ABB-035,1620.9264,9.175,-20.971,71.6302,2.74,0.2212,2.473,BTS,,,114.03355555555557,114.03355555555557
ABAB,ABB-035,1621.0788,9.188,-19.48,77.0376,2.624,0.2441,2.45,BTS,,,120.04177777777778,120.04177777777778
ABAB,ABB-035,1621.2312,9.234,-18.652,80.955,2.49,0.2669,2.419,BTS,,,124.39444444444445,124.39444444444445
ABAB,ABB-035,1621.3836,9.32,-17.929,84.1824,2.355,0.2897,2.408,BTS,,,127.98044444444444,127.98044444444444
ABAB,ABB-035,1621.536,9.512,-17.807,83.8098,2.257,0.3026,2.407,BTS,,,127.56644444444444,127.56644444444444
ABAB,ABB-035,1621.6884,9.898,-17.685,82.9672,2.153,0.3711,2.432,BTS,,,126.63022222222223,126.63022222222223
ABAB,ABB-035,1621.8408,10.412,-18.025,81.7146,2.138,0.3954,2.414,BTS,,,125.23844444444445,125.23844444444445
ABAB,ABB-035,1621.9932,10.439,-18.576,79.162,2.123,0.405,2.368,BTS,,,122.40222222222224,122.40222222222224
ABAB,ABB-035,1622.1456,10.339,-18.879,77.2694,2.112,0.4088,2.313,BTS,,,120.29933333333334,120.29933333333334
ABAB,ABB-035,1622.298,10.201,-19.149,82.5567,2.1,0.3869,2.333,BTS,,,126.17411111111112,126.17411111111112
ABAB,ABB-035,1622.4504,9.981,-19.05,88.414,2.089,0.3594,2.399,BTS,,,132.6822222222222,132.6822222222222
ABAB,ABB-035,1622.6028,9.667,-18.616,87.9015,2.075,0.3389,2.407,BTS,,,132.11277777777778,132.11277777777778
ABAB,ABB-035,1622.7552,10.138,-18.256,86.8089,2.062,0.3534,2.407,BTS,,,130.89877777777778,130.89877777777778
ABAB,ABB-035,1622.9076,10.521,-18.054,83.4663,2.016,0.4068,2.438,BTS,,,127.18477777777778,127.18477777777778
ABAB,ABB-035,1623.06,11.146,-18.436,77.5937,1.965,0.4154,2.402,BTS,,,120.65966666666667,120.65966666666667
ABAB,ABB-035,1623.2124,11.544,-19.294,76.3711,1.925,0.4216,2.366,BTS,,,119.30122222222222,119.30122222222222
ABAB,ABB-035,1623.3648,11.604,-20.304,78.1585,1.884,0.4311,2.319,BTS,,,121.28722222222223,121.28722222222223
ABAB,ABB-035,1623.5172,11.716,-21.605,80.3659,1.859,0.4406,2.289,BTS,,,123.73988888888888,123.73988888888888
ABAB,ABB-035,1623.6696,12.068,-22.769,80.5132,1.842,0.4526,2.319,BTS,,,123.90355555555556,123.90355555555556
ABAB,ABB-035,1623.822,12.198,-23.667,77.6906,1.737,0.4627,2.289,BTS,,,120.76733333333334,120.76733333333334
ABAB,ABB-035,1623.9744,12.179,-23.611,75.418,1.637,0.4544,2.242,BTS,,,118.24222222222224,118.24222222222224
ABAB,ABB-035,1624.1268,12.159,-23.476,72.3954,1.603,0.4435,2.239,BTS,,,114.88377777777778,114.88377777777778
ABAB,ABB-035,1624.2792,12.475,-23.505,69.6428,1.579,0.4388,2.211,BTS,,,111.82533333333333,111.82533333333333
ABAB,ABB-035,1624.4316,13.032,-23.661,68.6702,1.565,0.4443,2.171,BTS,,,110.74466666666666,110.74466666666666
ABAB,ABB-035,1624.584,13.209,-24.262,68.9676,1.561,0.4516,2.092,BTS,,,111.07511111111111,111.07511111111111
ABAB,ABB-035,1624.7364,12.695,-24.575,70.905,1.557,0.4638,2.003,BTS,,,113.22777777777779,113.22777777777779
ABAB,ABB-035,1624.8888,12.73,-24.37,68.8624,1.553,0.5355,2.002,BTS,,,110.95822222222222,110.95822222222222
