STRUKTUR,WELL_NAME,DEPTH,CALI,SP,GR,RT,NPHI,RHOB,MARKER
ABAB,ABB-100,1371.7524,,,63.885,0.957,0.3143,2.345,GUF
ABAB,ABB-100,1371.9048,,,63.885,0.951,0.3143,2.345,GUF
ABAB,ABB-100,1372.0572,,,63.885,0.955,0.3143,2.345,GUF
ABAB,ABB-100,1372.2096,,-48.216,63.885,0.958,0.3143,2.345,GUF
ABAB,ABB-100,1372.362,,-48.228,63.885,0.962,0.3143,2.345,GUF
ABAB,ABB-100,1372.5144,,-48.24,63.885,0.965,0.3143,2.345,GUF
ABAB,ABB-100,1372.6668,,-48.252,63.885,0.933,0.3143,2.345,GUF
ABAB,ABB-100,1372.8192,,-48.264,63.885,0.9,0.3143,2.345,GUF
ABAB,ABB-100,1372.9716,,-48.276,63.885,0.867,0.3143,2.345,GUF
ABAB,ABB-100,1373.124,,-48.673,63.885,0.835,0.3143,2.345,GUF
ABAB,ABB-100,1373.2764,,-49.07,63.885,0.794,0.3143,2.345,GUF
ABAB,ABB-100,1373.4288,,-49.466,63.885,0.754,0.3143,2.345,GUF
ABAB,ABB-100,1373.5812,,-49.863,63.885,0.714,0.3143,2.345,GUF
ABAB,ABB-100,1373.7336,,-50.259,63.885,0.674,0.3143,2.345,GUF
ABAB,ABB-100,1373.886,,-50.656,63.885,0.659,0.3143,2.345,GUF
ABAB,ABB-100,1374.0384,,-50.648,63.885,0.644,0.3143,2.345,GUF
ABAB,ABB-100,1374.1908,,-50.64,63.885,0.655,0.3143,2.345,GUF
ABAB,ABB-100,1374.3432,,-50.632,63.885,0.667,0.3143,2.345,GUF
ABAB,ABB-100,1374.4956,,-50.625,63.885,0.679,0.3143,2.345,GUF
ABAB,ABB-100,1374.648,,-50.617,63.885,0.701,0.3143,2.345,GUF
ABAB,ABB-100,1374.8004,,-50.609,63.885,0.723,0.3143,2.345,GUF
ABAB,ABB-100,1374.9528,,-50.601,63.885,0.733,0.3143,2.345,GUF
ABAB,ABB-100,1375.1052,,-50.593,63.885,0.743,0.3143,2.345,GUF
ABAB,ABB-100,1375.2576,,-50.585,63.885,0.753,0.3143,2.345,GUF
ABAB,ABB-100,1375.41,,-50.422,63.885,0.763,0.3143,2.345,GUF
ABAB,ABB-100,1375.5624,,-50.26,63.885,0.772,0.3143,2.345,GUF
ABAB,ABB-100,1375.7148,,-50.097,63.885,0.782,0.3143,2.345,GUF
ABAB,ABB-100,1375.8672,,-49.934,63.885,0.791,0.3143,2.345,GUF
ABAB,ABB-100,1376.0196,,-49.771,63.885,0.801,0.3143,2.345,GUF
ABAB,ABB-100,1376.172,,-49.609,63.885,0.813,0.3143,2.345,GUF
ABAB,ABB-100,1376.3244,,-49.446,63.885,0.825,0.3143,2.345,GUF
ABAB,ABB-100,1376.4768,,-49.696,63.885,0.837,0.3143,2.345,GUF
ABAB,ABB-100,1376.6292,,-49.947,63.885,0.849,0.3143,2.345,GUF
ABAB,ABB-100,1376.7816,,-50.198,63.885,0.86,0.3143,2.345,GUF
ABAB,ABB-100,1376.934,,-50.449,63.885,0.876,0.3143,2.345,GUF
ABAB,ABB-100,1377.0864,,-50.699,63.885,0.892,0.3143,2.345,GUF
ABAB,ABB-100,1377.2388,,-50.95,63.885,0.907,0.3143,2.345,GUF
ABAB,ABB-100,1377.3912,,-51.201,63.885,0.923,0.3143,2.345,GUF
ABAB,ABB-100,1377.5436,,-51.405,63.885,0.938,0.3143,2.345,GUF
ABAB,ABB-100,1377.696,,-51.61,63.885,0.969,0.3143,2.345,GUF
ABAB,ABB-100,1377.8484,,-51.815,63.885,1.0,0.3143,2.345,GUF
ABAB,ABB-100,1378.0008,,-52.02,63.885,1.03,0.3143,2.345,GUF
ABAB,ABB-100,1378.1532,,-52.225,63.885,1.061,0.3143,2.345,GUF
ABAB,ABB-100,1378.3056,,-52.43,63.885,1.115,0.3143,2.345,GUF
ABAB,ABB-100,1378.458,,-52.305,63.885,1.169,0.3143,2.345,GUF
ABAB,ABB-100,1378.6104,,-52.181,63.885,1.223,0.3143,2.345,GUF
ABAB,ABB-100,1378.7628,,-52.056,63.885,1.293,0.3143,2.345,GUF
ABAB,ABB-100,1378.9152,,-51.932,63.885,1.364,0.3143,2.345,GUF
ABAB,ABB-100,1379.0676,,-51.807,63.885,1.435,0.3143,2.345,GUF
ABAB,ABB-100,1379.22,,-51.682,63.885,1.52,0.3143,2.345,GUF
ABAB,ABB-100,1379.3724,,-51.695,63.885,1.605,0.3143,2.345,GUF
ABAB,ABB-100,1379.5248,,-51.708,63.885,1.69,0.3143,2.345,GUF
ABAB,ABB-100,1379.6772,,-51.721,63.885,1.756,0.3143,2.345,GUF
ABAB,ABB-100,1379.8296,,-51.734,63.885,1.822,0.3143,2.345,GUF
ABAB,ABB-100,1379.982,,-51.746,63.885,1.888,0.3143,2.345,GUF
ABAB,ABB-100,1380.1344,,-51.644,63.885,1.87,0.3143,2.345,GUF
ABAB,ABB-100,1380.2868,,-51.542,63.885,1.852,0.3143,2.345,GUF
ABAB,ABB-100,1380.4392,,-51.44,63.885,1.834,0.3143,2.345,GUF
ABAB,ABB-100,1380.5916,,-51.338,63.885,1.816,0.3143,2.345,GUF
ABAB,ABB-100,1380.744,,-51.235,63.885,1.801,0.3143,2.345,GUF
ABAB,ABB-100,1380.8964,,-51.133,63.885,1.785,0.3143,2.345,GUF
ABAB,ABB-100,1381.0488,,-51.304,63.885,1.77,0.3143,2.345,GUF
ABAB,ABB-100,1381.2012,,-51.474,63.885,1.755,0.3143,2.345,GUF
ABAB,ABB-100,1381.3536,,-51.645,63.885,1.77,0.3143,2.345,GUF
ABAB,ABB-100,1381.506,,-51.816,63.885,1.785,0.3143,2.345,GUF
ABAB,ABB-100,1381.6584,,-51.986,63.885,1.8,0.3143,2.345,GUF
ABAB,ABB-100,1381.8108,,-51.846,63.885,1.786,0.3143,2.345,GUF
ABAB,ABB-100,1381.9632,,-51.706,63.885,1.772,0.3143,2.345,GUF
ABAB,ABB-100,1382.1156,,-51.566,63.885,1.758,0.3143,2.345,GUF
ABAB,ABB-100,1382.268,,-51.426,63.885,1.744,0.3143,2.345,GUF
ABAB,ABB-100,1382.4204,,-51.286,63.885,1.676,0.3143,2.345,GUF
ABAB,ABB-100,1382.5728,,-51.489,63.885,1.609,0.3143,2.345,GUF
ABAB,ABB-100,1382.7252,,-51.692,63.885,1.544,0.3143,2.345,GUF
ABAB,ABB-100,1382.8776,,-51.895,63.885,1.479,0.3143,2.345,GUF
ABAB,ABB-100,1383.03,,-52.099,63.885,1.414,0.3143,2.345,GUF
ABAB,ABB-100,1383.1824,,-52.302,63.885,1.383,0.3143,2.345,GUF
ABAB,ABB-100,1383.3348,,-52.229,63.885,1.353,0.3143,2.345,GUF
ABAB,ABB-100,1383.4872,,-52.156,63.885,1.322,0.3143,2.345,GUF
ABAB,ABB-100,1383.6396,,-52.083,63.885,1.343,0.3143,2.345,GUF
ABAB,ABB-100,1383.792,,-52.01,63.885,1.364,0.3143,2.345,GUF
ABAB,ABB-100,1383.9444,,-51.938,63.885,1.416,0.3143,2.345,GUF
ABAB,ABB-100,1384.0968,,-52.773,63.885,1.468,0.3143,2.345,GUF
ABAB,ABB-100,1384.2492,,-53.608,63.885,1.52,0.3143,2.345,GUF
ABAB,ABB-100,1384.4016,,-54.443,63.885,1.571,0.3143,2.345,GUF
ABAB,ABB-100,1384.554,,-55.697,63.885,1.635,0.3143,2.345,GUF
ABAB,ABB-100,1384.7064,,-56.952,63.885,1.698,0.3143,2.345,GUF
ABAB,ABB-100,1384.8588,,-58.206,63.885,1.762,0.3143,2.345,GUF
ABAB,ABB-100,1385.0112,,-57.627,63.885,1.825,0.3143,2.345,GUF
ABAB,ABB-100,1385.1636,,-57.047,63.885,1.819,0.3143,2.345,GUF
