STRUKTUR,WELL_NAME,DEPTH,CALI,SP,GR,RT,NPHI,RHOB,MARKER
ABAB,ABB-093,1371.6,,,66.776,1.202,0.3424,2.408,GUF
ABAB,ABB-093,1371.7524,,-24.8329,66.776,1.185,0.3424,2.408,GUF
ABAB,ABB-093,1371.9048,,-24.8483,66.776,1.169,0.3424,2.408,GUF
ABAB,ABB-093,1372.0572,,-24.8637,66.776,1.169,0.3424,2.408,GUF
ABAB,ABB-093,1372.2096,,-24.879,66.776,1.168,0.3424,2.408,GUF
ABAB,ABB-093,1372.362,,-24.6694,66.776,1.168,0.3424,2.408,GUF
ABAB,ABB-093,1372.5144,,-24.4598,66.776,1.167,0.3424,2.408,GUF
ABAB,ABB-093,1372.6668,,-24.2502,66.776,1.187,0.3424,2.408,GUF
ABAB,ABB-093,1372.8192,,-24.0405,66.776,1.208,0.3424,2.408,GUF
ABAB,ABB-093,1372.9716,,-24.0559,66.776,1.228,0.3424,2.408,GUF
ABAB,ABB-093,1373.124,,-24.0713,66.776,1.248,0.3424,2.408,GUF
ABAB,ABB-093,1373.2764,,-24.0866,66.776,1.268,0.3424,2.408,GUF
ABAB,ABB-093,1373.4288,,-24.102,66.776,1.292,0.3424,2.408,GUF
ABAB,ABB-093,1373.5812,,-24.3424,66.776,1.316,0.3424,2.408,GUF
ABAB,ABB-093,1373.7336,,-24.5828,66.776,1.341,0.3424,2.408,GUF
ABAB,ABB-093,1373.886,,-24.8231,66.776,1.365,0.3424,2.408,GUF
ABAB,ABB-093,1374.0384,,-25.0635,66.776,1.389,0.3424,2.408,GUF
ABAB,ABB-093,1374.1908,,-25.0789,66.776,1.383,0.3424,2.408,GUF
ABAB,ABB-093,1374.3432,,-25.0943,66.776,1.378,0.3424,2.408,GUF
ABAB,ABB-093,1374.4956,,-25.1096,66.776,1.372,0.3424,2.408,GUF
ABAB,ABB-093,1374.648,,-25.125,66.776,1.366,0.3424,2.408,GUF
ABAB,ABB-093,1374.8004,,-25.1404,66.776,1.326,0.3424,2.408,GUF
ABAB,ABB-093,1374.9528,,-25.1557,66.776,1.286,0.3424,2.408,GUF
ABAB,ABB-093,1375.1052,,-25.0531,66.776,1.245,0.3424,2.408,GUF
ABAB,ABB-093,1375.2576,,-24.9505,66.776,1.205,0.3424,2.408,GUF
ABAB,ABB-093,1375.41,,-24.8479,66.776,1.181,0.3424,2.408,GUF
ABAB,ABB-093,1375.5624,,-24.7442,66.776,1.156,0.3424,2.408,GUF
ABAB,ABB-093,1375.7148,,-24.6076,66.776,1.193,0.3424,2.408,GUF
ABAB,ABB-093,1375.8672,,-24.471,66.776,1.231,0.3424,2.408,GUF
ABAB,ABB-093,1376.0196,,-24.3334,66.776,1.268,0.3424,2.408,GUF
ABAB,ABB-093,1376.172,,-24.1967,66.776,1.306,0.3424,2.408,GUF
ABAB,ABB-093,1376.3244,,-24.0601,66.776,1.332,0.3424,2.408,GUF
ABAB,ABB-093,1376.4768,,-23.9225,66.776,1.357,0.3424,2.408,GUF
ABAB,ABB-093,1376.6292,,-23.9518,66.776,1.383,0.3424,2.408,GUF
ABAB,ABB-093,1376.7816,,-23.9812,66.776,1.318,0.3424,2.408,GUF
ABAB,ABB-093,1376.934,,-24.0106,66.776,1.253,0.3424,2.408,GUF
ABAB,ABB-093,1377.0864,,-24.04,66.776,1.196,0.3424,2.408,GUF
ABAB,ABB-093,1377.2388,,-24.0693,66.776,1.139,0.3424,2.408,GUF
ABAB,ABB-093,1377.3912,,-24.0987,66.776,1.082,0.3424,2.408,GUF
ABAB,ABB-093,1377.5436,,-24.4731,66.776,1.025,0.3424,2.408,GUF
ABAB,ABB-093,1377.696,,-24.8475,66.776,1.034,0.3424,2.408,GUF
ABAB,ABB-093,1377.8484,,-25.4828,66.776,1.043,0.3424,2.408,GUF
ABAB,ABB-093,1378.0008,,-26.1172,66.776,1.052,0.3424,2.408,GUF
ABAB,ABB-093,1378.1532,,-26.7526,66.776,1.062,0.3424,2.408,GUF
ABAB,ABB-093,1378.3056,,-26.9999,66.776,1.181,0.3424,2.408,GUF
ABAB,ABB-093,1378.458,,-27.2463,66.776,1.301,0.3424,2.408,GUF
ABAB,ABB-093,1378.6104,,-27.4937,66.776,1.425,0.3424,2.408,GUF
ABAB,ABB-093,1378.7628,,-26.3681,66.776,1.549,0.3424,2.408,GUF
ABAB,ABB-093,1378.9152,,-25.2434,66.776,1.673,0.3424,2.408,GUF
ABAB,ABB-093,1379.0676,,-24.4798,66.776,1.726,0.3424,2.408,GUF
ABAB,ABB-093,1379.22,,-23.7152,66.776,1.779,0.3424,2.408,GUF
ABAB,ABB-093,1379.3724,,-22.9515,66.776,1.832,0.3424,2.408,GUF
ABAB,ABB-093,1379.5248,,-22.9519,66.776,1.885,0.3424,2.408,GUF
ABAB,ABB-093,1379.6772,,-22.9523,66.776,1.859,0.3424,2.408,GUF
ABAB,ABB-093,1379.8296,,-22.9527,66.776,1.833,0.3424,2.408,GUF
ABAB,ABB-093,1379.982,,-22.894,66.776,1.806,0.3424,2.408,GUF
ABAB,ABB-093,1380.1344,,-22.8354,66.776,1.776,0.3424,2.408,GUF
ABAB,ABB-093,1380.2868,,-22.7768,66.776,1.746,0.3424,2.408,GUF
ABAB,ABB-093,1380.4392,,-22.7182,66.776,1.716,0.3424,2.408,GUF
ABAB,ABB-093,1380.5916,,-22.6595,66.776,1.734,0.3424,2.408,GUF
ABAB,ABB-093,1380.744,,-22.4329,66.776,1.753,0.3424,2.408,GUF
ABAB,ABB-093,1380.8964,,-22.2053,66.776,1.771,0.3424,2.408,GUF
ABAB,ABB-093,1381.0488,,-21.9786,66.776,1.79,0.3424,2.408,GUF
ABAB,ABB-093,1381.2012,,-21.751,66.776,1.814,0.3424,2.408,GUF
ABAB,ABB-093,1381.3536,,-21.5244,66.776,1.838,0.3424,2.408,GUF
ABAB,ABB-093,1381.506,,-21.7768,66.776,1.863,0.3424,2.408,GUF
ABAB,ABB-093,1381.6584,,-22.0291,66.776,1.887,0.3424,2.408,GUF
ABAB,ABB-093,1381.8108,,-22.2815,66.776,1.932,0.3424,2.408,GUF
ABAB,ABB-093,1381.9632,,-22.5339,66.776,1.976,0.3424,2.408,GUF
ABAB,ABB-093,1382.1156,,-22.7573,66.776,2.021,0.3424,2.408,GUF
ABAB,ABB-093,1382.268,,-22.9796,66.776,1.929,0.3424,2.408,GUF
ABAB,ABB-093,1382.4204,,-23.203,66.776,1.838,0.3424,2.408,GUF
ABAB,ABB-093,1382.5728,,-23.4264,66.776,1.747,0.3424,2.408,GUF
ABAB,ABB-093,1382.7252,,-23.8507,66.776,1.649,0.3424,2.408,GUF
ABAB,ABB-093,1382.8776,,-24.2761,66.776,1.551,0.3424,2.408,GUF
ABAB,ABB-093,1383.03,,-24.7015,66.776,1.454,0.3424,2.408,GUF
ABAB,ABB-093,1383.1824,,-25.7609,66.776,1.433,0.3424,2.408,GUF
ABAB,ABB-093,1383.3348,,-26.8192,66.776,1.412,0.3424,2.408,GUF
ABAB,ABB-093,1383.4872,,-27.8786,66.776,1.391,0.3424,2.408,GUF
ABAB,ABB-093,1383.6396,,-28.351,66.776,1.481,0.3424,2.408,GUF
ABAB,ABB-093,1383.792,,-28.8224,66.776,1.572,0.3424,2.408,GUF
ABAB,ABB-093,1383.9444,,-29.2947,66.776,1.541,0.3424,2.408,GUF
ABAB,ABB-093,1384.0968,,-28.1991,66.776,1.51,0.3424,2.408,GUF
ABAB,ABB-093,1384.2492,,-27.1045,66.776,1.479,0.3424,2.408,GUF
ABAB,ABB-093,1384.4016,,-26.2658,66.776,1.443,0.3424,2.408,GUF
ABAB,ABB-093,1384.554,,-25.4272,66.776,1.407,0.3424,2.408,GUF
ABAB,ABB-093,1384.7064,,-25.1176,66.776,1.371,0.3424,2.408,GUF
ABAB,ABB-093,1384.8588,,-24.807,66.776,1.327,0.3424,2.408,GUF
ABAB,ABB-093,1385.0112,,-25.1653,66.776,1.282,0.3424,2.408,GUF
ABAB,ABB-093,1385.1636,,-25.5247,66.776,1.238,0.3424,2.408,GUF
ABAB,ABB-093,1385.316,,-25.1891,66.776,1.14,0.3424,2.408,GUF
ABAB,ABB-093,1385.4684,,-24.8535,66.776,1.042,0.3424,2.408,GUF
ABAB,ABB-093,1385.6208,,-24.5178,66.776,0.944,0.3424,2.408,GUF
ABAB,ABB-093,1385.7732,,-24.1822,66.776,0.882,0.3424,2.408,GUF
ABAB,ABB-093,1385.9256,,-24.1206,66.776,0.821,0.3424,2.408,GUF
ABAB,ABB-093,1386.078,,-24.0589,66.776,0.759,0.3424,2.408,GUF
