STRUKTUR,WELL_NAME,DEPTH,CALI,SP,GR,RT,NPHI,RHOB,MARKER
ABAB,ABB-124,1371.6,,-72.4697,61.696,1.133,0.3308,2.409,GUF
ABAB,ABB-124,1371.7524,,-72.3737,61.696,1.195,0.3308,2.409,GUF
ABAB,ABB-124,1371.9048,,-72.2997,61.696,1.26,0.3308,2.409,GUF
ABAB,ABB-124,1372.0572,,-72.2257,61.696,1.328,0.3308,2.409,GUF
ABAB,ABB-124,1372.2096,,-72.1527,61.696,1.416,0.3308,2.409,GUF
ABAB,ABB-124,1372.362,,-72.0787,61.696,1.51,0.3308,2.409,GUF
ABAB,ABB-124,1372.5144,,-72.4787,61.696,1.56,0.3308,2.409,GUF
ABAB,ABB-124,1372.6668,,-72.8797,61.696,1.612,0.3308,2.409,GUF
ABAB,ABB-124,1372.8192,,-73.2807,61.696,1.622,0.3308,2.409,GUF
ABAB,ABB-124,1372.9716,,-73.6007,61.696,1.633,0.3308,2.409,GUF
ABAB,ABB-124,1373.124,,-73.9207,61.696,1.644,0.3308,2.409,GUF
ABAB,ABB-124,1373.2764,,-74.2407,61.696,1.621,0.3308,2.409,GUF
ABAB,ABB-124,1373.4288,,-74.5607,61.696,1.599,0.3308,2.409,GUF
ABAB,ABB-124,1373.5812,,-74.8807,61.696,1.547,0.3308,2.409,GUF
ABAB,ABB-124,1373.7336,,-74.8017,61.696,1.497,0.3308,2.409,GUF
ABAB,ABB-124,1373.886,,-74.7217,61.696,1.449,0.3308,2.409,GUF
ABAB,ABB-124,1374.0384,,-74.6427,61.696,1.409,0.3308,2.409,GUF
ABAB,ABB-124,1374.1908,,-74.5637,61.696,1.371,0.3308,2.409,GUF
ABAB,ABB-124,1374.3432,,-74.4847,61.696,1.333,0.3308,2.409,GUF
ABAB,ABB-124,1374.4956,,-74.4057,61.696,1.361,0.3308,2.409,GUF
ABAB,ABB-124,1374.648,,-73.7327,61.696,1.39,0.3308,2.409,GUF
ABAB,ABB-124,1374.8004,,-73.0597,61.696,1.419,0.3308,2.409,GUF
ABAB,ABB-124,1374.9528,,-72.3867,61.696,1.458,0.3308,2.409,GUF
ABAB,ABB-124,1375.1052,,-71.7137,61.696,1.498,0.3308,2.409,GUF
ABAB,ABB-124,1375.2576,,-71.9437,61.696,1.54,0.3308,2.409,GUF
ABAB,ABB-124,1375.41,,-72.1737,61.696,1.554,0.3308,2.409,GUF
