STRUKTUR,WELL_NAME,DEPTH,CALI,SP,GR,RT,NPHI,RHOB,MARKER,GR_NORM,RGSA,GAS_EFFECT_RT,RT_RATIO,RT_DIFF,NGSA,GAS_EFFECT_NPHI,NPHI_DIFF,DGSA,GAS_EFFECT_RHOB,DENS_DIFF,RGSA_ANOM,NGSA_ANOM,DGSA_ANOM,SCORE,ZONA
ABAB,ABB-103,1385.316,,-22.056,77.117,1.245,0.3905,2.337,GUF,119.95774520727072,1.01389036830818,True,1.2279434137218006,0.2311096316918202,0.39049999999999996,False,-5.551115123125783e-17,2.337,False,0.0,True,False,False,1,Zona Lemah
ABAB,ABB-103,1385.4684,,-22.555,77.117,1.236,0.3905,2.337,GUF,119.95774520727072,1.0150157837526685,True,1.2177150540756312,0.22098421624733144,0.39049999999999996,False,-5.551115123125783e-17,2.337,False,0.0,True,False,False,1,Zona Lemah
ABAB,ABB-103,1385.6208,,-23.053,77.117,1.227,0.3905,2.337,GUF,119.95774520727072,1.0161424484051214,True,1.2075078665651933,0.21085755159487873,0.39049999999999996,False,-5.551115123125783e-17,2.337,False,0.0,True,False,False,1,Zona Lemah
ABAB,ABB-103,1385.7732,,-23.551,77.117,1.227,0.3905,2.337,GUF,119.95774520727072,1.016069035360799,True,1.2075951114525412,0.21093096463920102,0.39049999999999996,False,-5.551115123125783e-17,2.337,False,0.0,True,False,False,1,Zona Lemah
ABAB,ABB-103,1385.9256,,-23.452,77.117,1.227,0.3905,2.337,GUF,119.95774520727072,1.0147958047070083,True,1.2091102410048487,0.21220419529299184,0.39049999999999996,False,-5.551115123125783e-17,2.337,False,0.0,True,False,False,1,Zona Lemah
ABAB,ABB-103,1386.078,,-23.352,77.117,1.226,0.3905,2.337,GUF,119.95774520727072,1.0135241695317145,True,1.2096406152469528,0.21247583046828544,0.39049999999999996,False,-5.551115123125783e-17,2.337,False,0.0,True,False,False,1,Zona Lemah
ABAB,ABB-103,1386.2304,,-23.253,77.117,1.226,0.3905,2.337,GUF,119.95774520727072,1.0122541278356327,True,1.211158311225059,0.21374587216436725,0.39049999999999996,False,-5.551115123125783e-17,2.337,False,0.0,True,False,False,1,Zona Lemah
ABAB,ABB-103,1386.3828,,-22.454,77.117,1.226,0.3905,2.337,GUF,119.95774520727072,1.0109856776219808,True,1.2126779114059967,0.2150143223780192,0.39049999999999996,False,-5.551115123125783e-17,2.337,False,0.0,True,False,False,1,Zona Lemah
ABAB,ABB-103,1386.5352,,-21.655,77.117,1.195,0.3905,2.337,GUF,119.95774520727072,1.0097188168964841,True,1.183497801569158,0.18528118310351593,0.39049999999999996,False,-5.551115123125783e-17,2.337,False,0.0,True,False,False,1,Zona Lemah
ABAB,ABB-103,1386.6876,,-20.856,77.117,1.165,0.3905,2.337,GUF,119.95774520727072,1.0084535436673618,True,1.1552341774350243,0.1565464563326382,0.39049999999999996,False,-5.551115123125783e-17,2.337,False,0.0,True,False,False,1,Zona Lemah
